param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length12_modelLSTM_n_epochs15_output_chunk_length1.csv,6.83,1.78,51.43,28.57,17.14,34.29,34.29
BlockRNNModel_input_chunk_length16_modelLSTM_n_epochs15_output_chunk_length1.csv,8.21,1.98,54.29,20.0,11.43,42.86,42.86
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,6.81,1.81,57.14,31.43,20.0,37.14,37.14
BlockRNNModel_input_chunk_length20_modelLSTM_n_epochs15_output_chunk_length1.csv,6.92,1.91,60.0,25.71,14.29,45.71,45.71
BlockRNNModel_input_chunk_length24_modelLSTM_n_epochs15_output_chunk_length1.csv,8.52,1.95,51.43,22.86,14.29,37.14,37.14
BlockRNNModel_input_chunk_length2_modelLSTM_n_epochs15_output_chunk_length1.csv,6.89,1.91,54.29,28.57,17.14,37.14,37.14
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,6.55,1.78,54.29,31.43,20.0,34.29,34.29
BlockRNNModel_input_chunk_length4_modelLSTM_n_epochs15_output_chunk_length1.csv,7.67,1.94,51.43,20.0,8.57,42.86,42.86
BlockRNNModel_input_chunk_length8_modelLSTM_n_epochs15_output_chunk_length1.csv,7.07,1.85,54.29,22.86,11.43,42.86,42.86
LinearRegressionModel_lags12_lags_past_covariates12_output_chunk_length1.csv,4.21,0.92,57.14,25.71,20.0,37.14,37.14
LinearRegressionModel_lags12_lags_past_covariates16_output_chunk_length1.csv,5.17,1.06,54.29,22.86,20.0,34.29,34.29
LinearRegressionModel_lags12_lags_past_covariates1_output_chunk_length1.csv,3.4,0.8,57.14,25.71,25.71,34.29,31.43
LinearRegressionModel_lags12_lags_past_covariates20_output_chunk_length1.csv,8.0,1.74,45.71,11.43,5.71,40.0,40.0
LinearRegressionModel_lags12_lags_past_covariates24_output_chunk_length1.csv,10.97,2.59,45.71,11.43,5.71,40.0,40.0
LinearRegressionModel_lags12_lags_past_covariates2_output_chunk_length1.csv,3.17,0.75,60.0,34.29,28.57,31.43,31.43
LinearRegressionModel_lags12_lags_past_covariates3_output_chunk_length1.csv,2.89,0.7,54.29,22.86,20.0,34.29,34.29
LinearRegressionModel_lags12_lags_past_covariates4_output_chunk_length1.csv,3.0,0.69,57.14,20.0,17.14,40.0,40.0
LinearRegressionModel_lags12_lags_past_covariates8_output_chunk_length1.csv,3.39,0.76,54.29,31.43,25.71,28.57,28.57
LinearRegressionModel_lags16_lags_past_covariates12_output_chunk_length1.csv,4.29,0.94,57.14,25.71,20.0,37.14,37.14
LinearRegressionModel_lags16_lags_past_covariates16_output_chunk_length1.csv,5.17,1.06,54.29,22.86,20.0,34.29,34.29
LinearRegressionModel_lags16_lags_past_covariates1_output_chunk_length1.csv,3.4,0.8,54.29,25.71,25.71,31.43,28.57
LinearRegressionModel_lags16_lags_past_covariates20_output_chunk_length1.csv,8.0,1.74,45.71,11.43,5.71,40.0,40.0
LinearRegressionModel_lags16_lags_past_covariates24_output_chunk_length1.csv,10.97,2.59,45.71,11.43,5.71,40.0,40.0
LinearRegressionModel_lags16_lags_past_covariates2_output_chunk_length1.csv,3.21,0.76,60.0,31.43,25.71,34.29,34.29
LinearRegressionModel_lags16_lags_past_covariates3_output_chunk_length1.csv,2.88,0.69,54.29,22.86,20.0,34.29,34.29
LinearRegressionModel_lags16_lags_past_covariates4_output_chunk_length1.csv,2.95,0.68,57.14,17.14,14.29,42.86,42.86
LinearRegressionModel_lags16_lags_past_covariates8_output_chunk_length1.csv,3.36,0.76,57.14,31.43,25.71,31.43,31.43
LinearRegressionModel_lags1_lags_past_covariates12_output_chunk_length1.csv,4.22,0.92,57.14,25.71,20.0,37.14,37.14
LinearRegressionModel_lags1_lags_past_covariates16_output_chunk_length1.csv,5.17,1.06,54.29,22.86,20.0,34.29,34.29
LinearRegressionModel_lags1_lags_past_covariates1_output_chunk_length1.csv,4.15,0.92,51.43,25.71,25.71,28.57,25.71
LinearRegressionModel_lags1_lags_past_covariates20_output_chunk_length1.csv,8.01,1.75,45.71,11.43,5.71,40.0,40.0
LinearRegressionModel_lags1_lags_past_covariates24_output_chunk_length1.csv,10.98,2.6,45.71,11.43,5.71,40.0,40.0
LinearRegressionModel_lags1_lags_past_covariates2_output_chunk_length1.csv,3.51,0.83,60.0,31.43,28.57,31.43,31.43
LinearRegressionModel_lags1_lags_past_covariates3_output_chunk_length1.csv,3.29,0.76,57.14,22.86,20.0,37.14,37.14
LinearRegressionModel_lags1_lags_past_covariates4_output_chunk_length1.csv,3.13,0.72,54.29,20.0,17.14,37.14,37.14
LinearRegressionModel_lags1_lags_past_covariates8_output_chunk_length1.csv,3.36,0.75,54.29,31.43,25.71,28.57,28.57
LinearRegressionModel_lags20_lags_past_covariates12_output_chunk_length1.csv,4.12,0.88,57.14,22.86,17.14,40.0,40.0
LinearRegressionModel_lags20_lags_past_covariates16_output_chunk_length1.csv,5.22,1.07,48.57,22.86,17.14,31.43,31.43
LinearRegressionModel_lags20_lags_past_covariates1_output_chunk_length1.csv,3.03,0.72,54.29,25.71,25.71,31.43,28.57
LinearRegressionModel_lags20_lags_past_covariates20_output_chunk_length1.csv,8.0,1.74,45.71,11.43,5.71,40.0,40.0
LinearRegressionModel_lags20_lags_past_covariates24_output_chunk_length1.csv,10.97,2.59,45.71,11.43,5.71,40.0,40.0
LinearRegressionModel_lags20_lags_past_covariates2_output_chunk_length1.csv,3.02,0.7,57.14,28.57,25.71,31.43,31.43
LinearRegressionModel_lags20_lags_past_covariates3_output_chunk_length1.csv,2.85,0.67,51.43,20.0,17.14,34.29,34.29
LinearRegressionModel_lags20_lags_past_covariates4_output_chunk_length1.csv,3.02,0.67,51.43,17.14,14.29,37.14,37.14
LinearRegressionModel_lags20_lags_past_covariates8_output_chunk_length1.csv,3.24,0.73,65.71,37.14,31.43,34.29,34.29
LinearRegressionModel_lags24_lags_past_covariates12_output_chunk_length1.csv,4.22,0.92,57.14,22.86,17.14,40.0,40.0
LinearRegressionModel_lags24_lags_past_covariates16_output_chunk_length1.csv,5.38,1.13,51.43,22.86,17.14,34.29,34.29
LinearRegressionModel_lags24_lags_past_covariates1_output_chunk_length1.csv,3.02,0.7,51.43,25.71,25.71,28.57,25.71
LinearRegressionModel_lags24_lags_past_covariates20_output_chunk_length1.csv,8.63,1.95,48.57,11.43,5.71,42.86,42.86
LinearRegressionModel_lags24_lags_past_covariates24_output_chunk_length1.csv,10.97,2.59,45.71,11.43,5.71,40.0,40.0
LinearRegressionModel_lags24_lags_past_covariates2_output_chunk_length1.csv,3.03,0.68,57.14,25.71,22.86,34.29,34.29
LinearRegressionModel_lags24_lags_past_covariates3_output_chunk_length1.csv,2.93,0.67,48.57,20.0,17.14,31.43,31.43
LinearRegressionModel_lags24_lags_past_covariates4_output_chunk_length1.csv,3.09,0.68,51.43,17.14,14.29,37.14,37.14
LinearRegressionModel_lags24_lags_past_covariates8_output_chunk_length1.csv,3.33,0.75,57.14,28.57,22.86,34.29,34.29
LinearRegressionModel_lags2_lags_past_covariates12_output_chunk_length1.csv,4.21,0.92,57.14,25.71,20.0,37.14,37.14
LinearRegressionModel_lags2_lags_past_covariates16_output_chunk_length1.csv,5.17,1.06,54.29,22.86,20.0,34.29,34.29
LinearRegressionModel_lags2_lags_past_covariates1_output_chunk_length1.csv,4.1,0.92,51.43,25.71,25.71,28.57,25.71
LinearRegressionModel_lags2_lags_past_covariates20_output_chunk_length1.csv,8.0,1.75,45.71,11.43,5.71,40.0,40.0
LinearRegressionModel_lags2_lags_past_covariates24_output_chunk_length1.csv,10.98,2.6,45.71,11.43,5.71,40.0,40.0
LinearRegressionModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.51,0.83,60.0,31.43,28.57,31.43,31.43
LinearRegressionModel_lags2_lags_past_covariates3_output_chunk_length1.csv,3.29,0.76,57.14,22.86,20.0,37.14,37.14
LinearRegressionModel_lags2_lags_past_covariates4_output_chunk_length1.csv,3.13,0.72,54.29,20.0,17.14,37.14,37.14
LinearRegressionModel_lags2_lags_past_covariates8_output_chunk_length1.csv,3.35,0.75,54.29,31.43,25.71,28.57,28.57
LinearRegressionModel_lags3_lags_past_covariates12_output_chunk_length1.csv,4.22,0.92,57.14,25.71,20.0,37.14,37.14
