param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
XGBModel_lags12_lags_past_covariates12_output_chunk_length1.csv,3.86,0.65,60.0,37.14,34.29,28.57,25.71
XGBModel_lags12_lags_past_covariates16_output_chunk_length1.csv,3.56,0.65,65.71,34.29,31.43,34.29,34.29
XGBModel_lags12_lags_past_covariates1_output_chunk_length1.csv,4.37,0.71,54.29,28.57,25.71,28.57,28.57
XGBModel_lags12_lags_past_covariates20_output_chunk_length1.csv,3.99,0.67,54.29,22.86,22.86,37.14,34.29
XGBModel_lags12_lags_past_covariates24_output_chunk_length1.csv,3.75,0.58,54.29,20.0,20.0,37.14,34.29
XGBModel_lags12_lags_past_covariates2_output_chunk_length1.csv,4.78,0.74,54.29,31.43,28.57,25.71,25.71
XGBModel_lags12_lags_past_covariates3_output_chunk_length1.csv,4.17,0.62,51.43,25.71,25.71,25.71,25.71
XGBModel_lags12_lags_past_covariates4_output_chunk_length1.csv,4.01,0.64,57.14,28.57,28.57,28.57,28.57
XGBModel_lags12_lags_past_covariates8_output_chunk_length1.csv,3.88,0.63,62.86,31.43,28.57,34.29,34.29
XGBModel_lags16_lags_past_covariates12_output_chunk_length1.csv,3.83,0.62,57.14,28.57,25.71,31.43,31.43
XGBModel_lags16_lags_past_covariates16_output_chunk_length1.csv,3.55,0.65,65.71,31.43,28.57,37.14,37.14
XGBModel_lags16_lags_past_covariates1_output_chunk_length1.csv,4.37,0.71,48.57,22.86,22.86,28.57,28.57
XGBModel_lags16_lags_past_covariates20_output_chunk_length1.csv,3.98,0.67,54.29,22.86,22.86,37.14,34.29
XGBModel_lags16_lags_past_covariates24_output_chunk_length1.csv,3.65,0.57,51.43,20.0,20.0,34.29,31.43
XGBModel_lags16_lags_past_covariates2_output_chunk_length1.csv,4.04,0.71,54.29,28.57,25.71,34.29,34.29
XGBModel_lags16_lags_past_covariates3_output_chunk_length1.csv,4.29,0.67,51.43,20.0,17.14,34.29,34.29
XGBModel_lags16_lags_past_covariates4_output_chunk_length1.csv,4.28,0.64,51.43,25.71,22.86,28.57,28.57
XGBModel_lags16_lags_past_covariates8_output_chunk_length1.csv,3.72,0.6,65.71,34.29,31.43,34.29,34.29
XGBModel_lags1_lags_past_covariates12_output_chunk_length1.csv,3.94,0.64,60.0,34.29,31.43,31.43,28.57
XGBModel_lags1_lags_past_covariates16_output_chunk_length1.csv,4.01,0.7,60.0,25.71,25.71,34.29,34.29
XGBModel_lags1_lags_past_covariates1_output_chunk_length1.csv,4.15,0.66,57.14,25.71,22.86,34.29,34.29
XGBModel_lags1_lags_past_covariates20_output_chunk_length1.csv,4.16,0.71,54.29,20.0,20.0,37.14,34.29
XGBModel_lags1_lags_past_covariates24_output_chunk_length1.csv,3.8,0.61,57.14,20.0,20.0,40.0,37.14
XGBModel_lags1_lags_past_covariates2_output_chunk_length1.csv,4.14,0.66,60.0,25.71,22.86,40.0,40.0
XGBModel_lags1_lags_past_covariates3_output_chunk_length1.csv,3.9,0.67,60.0,28.57,25.71,34.29,34.29
XGBModel_lags1_lags_past_covariates4_output_chunk_length1.csv,3.51,0.58,60.0,31.43,31.43,31.43,28.57
XGBModel_lags1_lags_past_covariates8_output_chunk_length1.csv,3.57,0.59,68.57,34.29,31.43,37.14,37.14
XGBModel_lags20_lags_past_covariates12_output_chunk_length1.csv,3.63,0.62,60.0,28.57,28.57,34.29,31.43
XGBModel_lags20_lags_past_covariates16_output_chunk_length1.csv,3.32,0.58,65.71,28.57,28.57,40.0,37.14
XGBModel_lags20_lags_past_covariates1_output_chunk_length1.csv,3.93,0.68,54.29,22.86,20.0,37.14,37.14
XGBModel_lags20_lags_past_covariates20_output_chunk_length1.csv,3.91,0.65,54.29,22.86,22.86,37.14,34.29
XGBModel_lags20_lags_past_covariates24_output_chunk_length1.csv,3.75,0.58,51.43,20.0,20.0,34.29,31.43
XGBModel_lags20_lags_past_covariates2_output_chunk_length1.csv,4.06,0.67,57.14,28.57,25.71,34.29,34.29
XGBModel_lags20_lags_past_covariates3_output_chunk_length1.csv,4.09,0.66,62.86,31.43,28.57,34.29,34.29
XGBModel_lags20_lags_past_covariates4_output_chunk_length1.csv,3.96,0.64,57.14,34.29,34.29,22.86,22.86
XGBModel_lags20_lags_past_covariates8_output_chunk_length1.csv,3.77,0.62,60.0,28.57,25.71,34.29,34.29
XGBModel_lags24_lags_past_covariates12_output_chunk_length1.csv,4.22,0.64,45.71,25.71,25.71,25.71,22.86
XGBModel_lags24_lags_past_covariates16_output_chunk_length1.csv,3.18,0.55,57.14,28.57,28.57,31.43,28.57
XGBModel_lags24_lags_past_covariates1_output_chunk_length1.csv,4.03,0.64,45.71,17.14,17.14,28.57,28.57
XGBModel_lags24_lags_past_covariates20_output_chunk_length1.csv,3.4,0.54,60.0,25.71,25.71,37.14,34.29
XGBModel_lags24_lags_past_covariates24_output_chunk_length1.csv,3.57,0.57,54.29,22.86,22.86,34.29,31.43
