param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,5.79,0.64,60.0,40.0,40.0,20.0,20.0
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,4.79,0.51,65.71,45.71,45.71,20.0,20.0
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,5.29,0.57,68.57,51.43,48.57,20.0,20.0
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,5.92,0.64,68.57,45.71,45.71,22.86,22.86
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,10.07,1.07,60.0,37.14,34.29,25.71,25.71
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,8.89,1.02,60.0,45.71,42.86,17.14,17.14
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.54,0.38,40.0,11.43,11.43,28.57,28.57
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,3.45,0.38,51.43,20.0,20.0,31.43,31.43
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.25,0.36,51.43,22.86,22.86,28.57,28.57
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.63,0.39,40.0,11.43,11.43,28.57,28.57
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.9,0.43,48.57,14.29,14.29,34.29,34.29
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.61,0.39,51.43,17.14,17.14,34.29,34.29
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.58,0.39,40.0,11.43,11.43,28.57,28.57
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.22,0.38,54.29,17.14,17.14,37.14,37.14
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.61,0.39,51.43,17.14,17.14,34.29,34.29
