param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,8.36,14.9,51.43,42.86,40.0,17.14,11.43
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,9.12,16.65,74.29,57.14,54.29,25.71,20.0
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,9.95,16.57,54.29,51.43,51.43,8.57,2.86
LinearRegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,4.44,10.0,68.57,31.43,31.43,40.0,40.0
LinearRegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.92,7.54,65.71,34.29,34.29,34.29,31.43
LinearRegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,4.42,9.99,68.57,31.43,31.43,40.0,40.0
LinearRegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.05,7.81,62.86,31.43,31.43,34.29,31.43
LinearRegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,4.44,10.0,65.71,28.57,28.57,40.0,40.0
LinearRegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,4.05,7.81,62.86,31.43,31.43,34.29,31.43
RandomForest_lags10_lags_past_covariates10_output_chunk_length1.csv,3.09,7.54,60.0,28.57,28.57,31.43,31.43
RandomForest_lags10_lags_past_covariates6_output_chunk_length1.csv,3.15,7.42,57.14,20.0,20.0,37.14,37.14
RandomForest_lags2_lags_past_covariates10_output_chunk_length1.csv,3.17,7.41,65.71,28.57,28.57,37.14,37.14
RandomForest_lags2_lags_past_covariates6_output_chunk_length1.csv,3.17,7.38,60.0,25.71,25.71,34.29,34.29
RandomForest_lags6_lags_past_covariates10_output_chunk_length1.csv,3.19,7.42,54.29,20.0,20.0,34.29,34.29
RandomForest_lags6_lags_past_covariates6_output_chunk_length1.csv,2.94,6.89,60.0,22.86,22.86,37.14,37.14
RegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,4.44,10.0,68.57,31.43,31.43,40.0,40.0
RegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.92,7.54,65.71,34.29,34.29,34.29,31.43
RegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,4.42,9.99,68.57,31.43,31.43,40.0,40.0
RegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.05,7.81,62.86,31.43,31.43,34.29,31.43
RegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,4.44,10.0,65.71,28.57,28.57,40.0,40.0
RegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,4.05,7.81,62.86,31.43,31.43,34.29,31.43
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,13.0,22.02,60.0,48.57,42.86,25.71,20.0
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,15.5,26.57,62.86,54.29,51.43,20.0,14.29
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,18.32,31.4,57.14,45.71,45.71,20.0,14.29
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.83,8.04,48.57,28.57,25.71,22.86,22.86
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,3.68,7.69,57.14,25.71,22.86,34.29,34.29
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,4.16,8.62,42.86,25.71,22.86,20.0,20.0
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.8,7.99,51.43,31.43,28.57,22.86,22.86
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.73,7.58,60.0,31.43,28.57,31.43,31.43
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.15,8.72,45.71,25.71,25.71,20.0,20.0
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.85,8.07,48.57,28.57,25.71,22.86,22.86
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.66,7.77,51.43,25.71,22.86,28.57,28.57
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,4.14,8.78,45.71,25.71,25.71,20.0,20.0
