param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,5.15,0.55,65.71,42.86,42.86,22.86,22.86
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,5.51,0.59,65.71,42.86,42.86,22.86,22.86
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,4.33,0.45,65.71,45.71,45.71,20.0,20.0
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,5.14,0.56,65.71,40.0,40.0,25.71,25.71
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,10.58,1.13,57.14,40.0,34.29,22.86,22.86
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,9.24,0.98,57.14,40.0,37.14,20.0,20.0
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.11,0.37,51.43,25.71,25.71,25.71,25.71
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,2.43,0.3,62.86,34.29,34.29,31.43,31.43
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,2.8,0.32,54.29,25.71,25.71,28.57,28.57
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.27,0.38,45.71,22.86,22.86,22.86,22.86
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,2.5,0.32,60.0,31.43,31.43,28.57,28.57
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,2.7,0.31,51.43,28.57,28.57,22.86,22.86
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.13,0.37,51.43,25.71,25.71,25.71,25.71
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,2.77,0.32,42.86,20.0,20.0,22.86,22.86
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,2.59,0.3,60.0,34.29,34.29,25.71,25.71
