param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,6.03,1.76,57.14,51.43,51.43,14.29,8.57
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,6.65,1.86,57.14,54.29,54.29,11.43,5.71
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,5.38,1.58,62.86,42.86,42.86,22.86,22.86
LinearRegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,4.86,1.6,74.29,45.71,45.71,31.43,28.57
LinearRegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,4.59,1.44,68.57,40.0,40.0,31.43,28.57
LinearRegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,4.86,1.6,74.29,45.71,45.71,31.43,28.57
LinearRegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.66,1.43,65.71,40.0,40.0,28.57,25.71
LinearRegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,4.86,1.6,74.29,45.71,45.71,31.43,28.57
LinearRegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,4.66,1.43,65.71,40.0,40.0,28.57,25.71
RandomForest_lags10_lags_past_covariates10_output_chunk_length1.csv,2.95,0.92,65.71,45.71,45.71,22.86,22.86
RandomForest_lags10_lags_past_covariates6_output_chunk_length1.csv,2.88,0.88,65.71,45.71,45.71,20.0,20.0
RandomForest_lags2_lags_past_covariates10_output_chunk_length1.csv,2.94,0.9,65.71,48.57,48.57,17.14,17.14
RandomForest_lags2_lags_past_covariates6_output_chunk_length1.csv,2.95,0.89,65.71,48.57,48.57,17.14,17.14
RandomForest_lags6_lags_past_covariates10_output_chunk_length1.csv,2.87,0.89,65.71,42.86,42.86,22.86,22.86
RandomForest_lags6_lags_past_covariates6_output_chunk_length1.csv,2.93,0.9,62.86,48.57,48.57,17.14,14.29
RegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,4.86,1.6,74.29,45.71,45.71,31.43,28.57
RegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,4.59,1.44,68.57,40.0,40.0,31.43,28.57
RegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,4.86,1.6,74.29,45.71,45.71,31.43,28.57
RegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.66,1.43,65.71,40.0,40.0,28.57,25.71
RegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,4.86,1.6,74.29,45.71,45.71,31.43,28.57
RegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,4.66,1.43,65.71,40.0,40.0,28.57,25.71
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,6.43,1.82,60.0,54.29,54.29,11.43,8.57
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,6.29,1.91,60.0,45.71,45.71,22.86,17.14
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,4.24,1.41,68.57,37.14,37.14,37.14,34.29
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.03,0.99,62.86,37.14,37.14,28.57,25.71
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,3.36,1.06,62.86,34.29,34.29,28.57,28.57
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.27,1.04,57.14,40.0,40.0,20.0,17.14
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.01,0.99,60.0,37.14,37.14,25.71,22.86
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.41,1.02,62.86,34.29,34.29,28.57,28.57
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,2.95,0.95,62.86,40.0,40.0,25.71,22.86
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.01,0.99,62.86,37.14,37.14,28.57,25.71
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.56,1.08,51.43,31.43,31.43,20.0,20.0
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.02,0.96,62.86,40.0,40.0,25.71,22.86
