param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
LinearRegressionModel_lags12_lags_past_covariates12_output_chunk_length1.csv,3.42,7.83,57.14,37.14,37.14,22.86,20.0
LinearRegressionModel_lags12_lags_past_covariates16_output_chunk_length1.csv,3.53,7.69,71.43,51.43,51.43,22.86,22.86
LinearRegressionModel_lags12_lags_past_covariates1_output_chunk_length1.csv,8.54,19.39,48.57,25.71,25.71,28.57,25.71
LinearRegressionModel_lags12_lags_past_covariates20_output_chunk_length1.csv,3.85,9.87,60.0,31.43,31.43,31.43,31.43
LinearRegressionModel_lags12_lags_past_covariates24_output_chunk_length1.csv,5.61,12.88,51.43,31.43,31.43,22.86,20.0
LinearRegressionModel_lags12_lags_past_covariates2_output_chunk_length1.csv,6.4,16.55,45.71,28.57,25.71,22.86,22.86
LinearRegressionModel_lags12_lags_past_covariates3_output_chunk_length1.csv,4.81,11.1,40.0,22.86,22.86,20.0,20.0
LinearRegressionModel_lags12_lags_past_covariates4_output_chunk_length1.csv,4.35,10.27,48.57,25.71,25.71,28.57,25.71
LinearRegressionModel_lags12_lags_past_covariates8_output_chunk_length1.csv,2.76,6.29,54.29,28.57,28.57,28.57,25.71
LinearRegressionModel_lags16_lags_past_covariates12_output_chunk_length1.csv,3.57,7.93,48.57,34.29,34.29,17.14,14.29
LinearRegressionModel_lags16_lags_past_covariates16_output_chunk_length1.csv,3.53,7.68,71.43,51.43,51.43,22.86,22.86
LinearRegressionModel_lags16_lags_past_covariates1_output_chunk_length1.csv,10.19,23.69,48.57,34.29,34.29,20.0,17.14
LinearRegressionModel_lags16_lags_past_covariates20_output_chunk_length1.csv,3.85,9.87,60.0,31.43,31.43,31.43,31.43
LinearRegressionModel_lags16_lags_past_covariates24_output_chunk_length1.csv,5.61,12.89,51.43,31.43,31.43,22.86,20.0
LinearRegressionModel_lags16_lags_past_covariates2_output_chunk_length1.csv,5.51,14.01,51.43,31.43,31.43,22.86,22.86
LinearRegressionModel_lags16_lags_past_covariates3_output_chunk_length1.csv,4.43,10.2,45.71,28.57,28.57,25.71,20.0
LinearRegressionModel_lags16_lags_past_covariates4_output_chunk_length1.csv,4.53,10.15,45.71,28.57,28.57,25.71,17.14
LinearRegressionModel_lags16_lags_past_covariates8_output_chunk_length1.csv,3.05,6.69,54.29,31.43,31.43,25.71,25.71
LinearRegressionModel_lags1_lags_past_covariates12_output_chunk_length1.csv,3.42,7.83,57.14,37.14,37.14,22.86,20.0
LinearRegressionModel_lags1_lags_past_covariates16_output_chunk_length1.csv,3.53,7.68,71.43,51.43,51.43,22.86,22.86
LinearRegressionModel_lags1_lags_past_covariates1_output_chunk_length1.csv,6.6,14.89,48.57,25.71,25.71,28.57,22.86
LinearRegressionModel_lags1_lags_past_covariates20_output_chunk_length1.csv,3.85,9.87,60.0,31.43,31.43,31.43,31.43
LinearRegressionModel_lags1_lags_past_covariates24_output_chunk_length1.csv,5.62,12.92,51.43,31.43,31.43,22.86,20.0
LinearRegressionModel_lags1_lags_past_covariates2_output_chunk_length1.csv,7.66,17.77,42.86,28.57,25.71,25.71,17.14
LinearRegressionModel_lags1_lags_past_covariates3_output_chunk_length1.csv,4.7,11.02,42.86,25.71,25.71,20.0,20.0
LinearRegressionModel_lags1_lags_past_covariates4_output_chunk_length1.csv,4.43,10.36,34.29,14.29,14.29,22.86,20.0
LinearRegressionModel_lags1_lags_past_covariates8_output_chunk_length1.csv,2.93,6.45,60.0,34.29,34.29,28.57,25.71
LinearRegressionModel_lags20_lags_past_covariates12_output_chunk_length1.csv,3.42,7.69,48.57,31.43,31.43,20.0,17.14
LinearRegressionModel_lags20_lags_past_covariates16_output_chunk_length1.csv,3.53,7.66,62.86,40.0,40.0,25.71,25.71
LinearRegressionModel_lags20_lags_past_covariates1_output_chunk_length1.csv,25.11,64.95,51.43,31.43,31.43,25.71,22.86
LinearRegressionModel_lags20_lags_past_covariates20_output_chunk_length1.csv,3.85,9.87,60.0,31.43,31.43,31.43,31.43
LinearRegressionModel_lags20_lags_past_covariates24_output_chunk_length1.csv,5.61,12.89,51.43,31.43,31.43,22.86,20.0
LinearRegressionModel_lags20_lags_past_covariates2_output_chunk_length1.csv,5.19,13.21,42.86,25.71,25.71,20.0,20.0
LinearRegressionModel_lags20_lags_past_covariates3_output_chunk_length1.csv,4.41,10.03,40.0,28.57,28.57,20.0,14.29
LinearRegressionModel_lags20_lags_past_covariates4_output_chunk_length1.csv,4.51,9.92,42.86,25.71,25.71,22.86,17.14
LinearRegressionModel_lags20_lags_past_covariates8_output_chunk_length1.csv,2.91,6.36,62.86,40.0,40.0,25.71,22.86
LinearRegressionModel_lags24_lags_past_covariates12_output_chunk_length1.csv,3.56,8.15,48.57,31.43,31.43,20.0,17.14
LinearRegressionModel_lags24_lags_past_covariates16_output_chunk_length1.csv,3.96,8.46,62.86,37.14,37.14,28.57,28.57
LinearRegressionModel_lags24_lags_past_covariates1_output_chunk_length1.csv,27.52,68.82,45.71,25.71,25.71,20.0,20.0
LinearRegressionModel_lags24_lags_past_covariates20_output_chunk_length1.csv,4.53,10.75,62.86,34.29,34.29,31.43,31.43
LinearRegressionModel_lags24_lags_past_covariates24_output_chunk_length1.csv,5.61,12.89,51.43,31.43,31.43,22.86,20.0
LinearRegressionModel_lags24_lags_past_covariates2_output_chunk_length1.csv,4.9,12.17,51.43,31.43,31.43,25.71,22.86
LinearRegressionModel_lags24_lags_past_covariates3_output_chunk_length1.csv,4.22,9.5,40.0,22.86,22.86,25.71,17.14
LinearRegressionModel_lags24_lags_past_covariates4_output_chunk_length1.csv,4.24,9.54,51.43,31.43,31.43,28.57,20.0
LinearRegressionModel_lags24_lags_past_covariates8_output_chunk_length1.csv,2.99,6.62,60.0,37.14,37.14,25.71,22.86
LinearRegressionModel_lags2_lags_past_covariates12_output_chunk_length1.csv,3.42,7.83,57.14,37.14,37.14,22.86,20.0
LinearRegressionModel_lags2_lags_past_covariates16_output_chunk_length1.csv,3.53,7.69,71.43,51.43,51.43,22.86,22.86
LinearRegressionModel_lags2_lags_past_covariates1_output_chunk_length1.csv,6.82,16.05,45.71,25.71,25.71,25.71,22.86
LinearRegressionModel_lags2_lags_past_covariates20_output_chunk_length1.csv,3.85,9.87,60.0,31.43,31.43,31.43,31.43
LinearRegressionModel_lags2_lags_past_covariates24_output_chunk_length1.csv,5.61,12.89,51.43,31.43,31.43,22.86,20.0
LinearRegressionModel_lags2_lags_past_covariates2_output_chunk_length1.csv,7.65,17.76,42.86,28.57,25.71,25.71,17.14
LinearRegressionModel_lags2_lags_past_covariates3_output_chunk_length1.csv,4.7,11.02,42.86,25.71,25.71,20.0,20.0
LinearRegressionModel_lags2_lags_past_covariates4_output_chunk_length1.csv,4.43,10.36,34.29,14.29,14.29,22.86,20.0
LinearRegressionModel_lags2_lags_past_covariates8_output_chunk_length1.csv,2.94,6.46,62.86,37.14,37.14,28.57,25.71
LinearRegressionModel_lags3_lags_past_covariates12_output_chunk_length1.csv,3.42,7.83,57.14,37.14,37.14,22.86,20.0
LinearRegressionModel_lags3_lags_past_covariates16_output_chunk_length1.csv,3.53,7.68,71.43,51.43,51.43,22.86,22.86
LinearRegressionModel_lags3_lags_past_covariates1_output_chunk_length1.csv,7.16,16.91,42.86,22.86,22.86,25.71,22.86
LinearRegressionModel_lags3_lags_past_covariates20_output_chunk_length1.csv,3.85,9.87,60.0,31.43,31.43,31.43,31.43
LinearRegressionModel_lags3_lags_past_covariates24_output_chunk_length1.csv,5.6,12.87,51.43,31.43,31.43,22.86,20.0
LinearRegressionModel_lags3_lags_past_covariates2_output_chunk_length1.csv,7.27,17.16,45.71,28.57,25.71,25.71,20.0
LinearRegressionModel_lags3_lags_past_covariates3_output_chunk_length1.csv,4.7,11.02,42.86,25.71,25.71,20.0,20.0
LinearRegressionModel_lags3_lags_past_covariates4_output_chunk_length1.csv,4.43,10.36,34.29,14.29,14.29,22.86,20.0
LinearRegressionModel_lags3_lags_past_covariates8_output_chunk_length1.csv,2.93,6.46,65.71,40.0,40.0,28.57,25.71
