param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
RandomForest_lags12_lags_past_covariates12_output_chunk_length1.csv,2.91,2.58,48.57,28.57,28.57,20.0,20.0
RandomForest_lags12_lags_past_covariates16_output_chunk_length1.csv,2.99,2.66,51.43,31.43,31.43,20.0,20.0
RandomForest_lags12_lags_past_covariates1_output_chunk_length1.csv,2.95,2.67,48.57,25.71,25.71,22.86,22.86
RandomForest_lags12_lags_past_covariates20_output_chunk_length1.csv,2.9,2.65,51.43,34.29,34.29,17.14,17.14
RandomForest_lags12_lags_past_covariates24_output_chunk_length1.csv,2.69,2.46,60.0,40.0,40.0,20.0,20.0
RandomForest_lags12_lags_past_covariates2_output_chunk_length1.csv,2.95,2.66,45.71,28.57,28.57,17.14,17.14
RandomForest_lags12_lags_past_covariates3_output_chunk_length1.csv,2.74,2.51,42.86,31.43,31.43,11.43,11.43
RandomForest_lags12_lags_past_covariates4_output_chunk_length1.csv,2.74,2.46,48.57,28.57,28.57,20.0,20.0
RandomForest_lags12_lags_past_covariates8_output_chunk_length1.csv,2.82,2.59,42.86,28.57,28.57,14.29,14.29
RandomForest_lags16_lags_past_covariates12_output_chunk_length1.csv,2.78,2.56,51.43,34.29,34.29,17.14,17.14
RandomForest_lags16_lags_past_covariates16_output_chunk_length1.csv,2.92,2.55,51.43,31.43,31.43,20.0,20.0
RandomForest_lags16_lags_past_covariates1_output_chunk_length1.csv,3.11,2.78,40.0,22.86,22.86,17.14,17.14
RandomForest_lags16_lags_past_covariates20_output_chunk_length1.csv,2.78,2.59,60.0,40.0,40.0,22.86,22.86
RandomForest_lags16_lags_past_covariates24_output_chunk_length1.csv,2.79,2.61,60.0,37.14,37.14,22.86,22.86
RandomForest_lags16_lags_past_covariates2_output_chunk_length1.csv,3.02,2.74,42.86,28.57,28.57,14.29,14.29
RandomForest_lags16_lags_past_covariates3_output_chunk_length1.csv,2.85,2.55,51.43,31.43,31.43,20.0,20.0
RandomForest_lags16_lags_past_covariates4_output_chunk_length1.csv,2.9,2.6,51.43,31.43,31.43,20.0,20.0
RandomForest_lags16_lags_past_covariates8_output_chunk_length1.csv,2.89,2.58,51.43,31.43,31.43,20.0,20.0
