param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,14.21,17.1,54.29,25.71,5.71,51.43,48.57
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,13.74,17.1,51.43,22.86,5.71,51.43,48.57
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,13.97,16.93,51.43,22.86,2.86,51.43,48.57
LinearRegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,4.13,5.16,51.43,25.71,25.71,25.71,25.71
LinearRegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,4.49,5.56,51.43,25.71,25.71,25.71,25.71
LinearRegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,4.13,5.16,51.43,25.71,25.71,25.71,25.71
LinearRegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.47,5.5,51.43,22.86,22.86,28.57,28.57
LinearRegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,4.13,5.16,51.43,25.71,25.71,25.71,25.71
LinearRegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,4.48,5.53,51.43,22.86,22.86,28.57,28.57
RandomForest_lags10_lags_past_covariates10_output_chunk_length1.csv,5.16,6.44,48.57,37.14,37.14,11.43,11.43
RandomForest_lags10_lags_past_covariates6_output_chunk_length1.csv,5.26,6.73,54.29,34.29,34.29,20.0,20.0
RandomForest_lags2_lags_past_covariates10_output_chunk_length1.csv,5.47,6.6,48.57,31.43,31.43,17.14,17.14
RandomForest_lags2_lags_past_covariates6_output_chunk_length1.csv,5.25,6.76,51.43,34.29,34.29,17.14,17.14
RandomForest_lags6_lags_past_covariates10_output_chunk_length1.csv,5.29,6.71,54.29,34.29,34.29,20.0,20.0
RandomForest_lags6_lags_past_covariates6_output_chunk_length1.csv,5.2,6.53,54.29,34.29,34.29,20.0,20.0
RegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,4.13,5.16,51.43,25.71,25.71,25.71,25.71
RegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,4.49,5.56,51.43,25.71,25.71,25.71,25.71
RegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,4.13,5.16,51.43,25.71,25.71,25.71,25.71
RegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.47,5.5,51.43,22.86,22.86,28.57,28.57
RegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,4.13,5.16,51.43,25.71,25.71,25.71,25.71
RegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,4.48,5.53,51.43,22.86,22.86,28.57,28.57
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,13.14,16.23,54.29,25.71,5.71,51.43,48.57
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,13.81,17.7,48.57,31.43,17.14,37.14,34.29
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,17.11,21.83,42.86,34.29,28.57,17.14,14.29
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,5.55,7.1,51.43,42.86,37.14,17.14,14.29
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,4.95,6.48,54.29,42.86,34.29,20.0,20.0
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,4.93,6.23,51.43,37.14,31.43,20.0,20.0
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,5.69,7.22,48.57,42.86,37.14,14.29,11.43
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,5.21,6.97,57.14,40.0,37.14,22.86,22.86
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,5.49,6.96,54.29,40.0,34.29,20.0,20.0
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,5.75,7.28,48.57,42.86,37.14,14.29,11.43
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,4.89,6.44,65.71,45.71,40.0,25.71,25.71
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,5.52,7.0,54.29,40.0,34.29,20.0,20.0
