param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
RandomForest_lags12_lags_past_covariates12_output_chunk_length1.csv,3.11,0.73,60.0,31.43,31.43,31.43,31.43
RandomForest_lags12_lags_past_covariates16_output_chunk_length1.csv,3.06,0.71,60.0,31.43,31.43,28.57,28.57
RandomForest_lags12_lags_past_covariates1_output_chunk_length1.csv,2.89,0.68,37.14,11.43,11.43,25.71,25.71
RandomForest_lags12_lags_past_covariates20_output_chunk_length1.csv,3.15,0.69,42.86,28.57,28.57,14.29,14.29
RandomForest_lags12_lags_past_covariates24_output_chunk_length1.csv,3.31,0.76,48.57,28.57,28.57,20.0,20.0
RandomForest_lags12_lags_past_covariates2_output_chunk_length1.csv,2.78,0.66,48.57,20.0,20.0,28.57,28.57
RandomForest_lags12_lags_past_covariates3_output_chunk_length1.csv,2.66,0.67,54.29,17.14,17.14,37.14,37.14
RandomForest_lags12_lags_past_covariates4_output_chunk_length1.csv,2.88,0.7,54.29,17.14,17.14,37.14,37.14
RandomForest_lags12_lags_past_covariates8_output_chunk_length1.csv,2.97,0.7,57.14,22.86,22.86,34.29,34.29
RandomForest_lags16_lags_past_covariates12_output_chunk_length1.csv,2.98,0.7,57.14,25.71,25.71,31.43,31.43
RandomForest_lags16_lags_past_covariates16_output_chunk_length1.csv,3.08,0.69,54.29,28.57,28.57,25.71,25.71
RandomForest_lags16_lags_past_covariates1_output_chunk_length1.csv,2.82,0.66,34.29,8.57,8.57,25.71,25.71
RandomForest_lags16_lags_past_covariates20_output_chunk_length1.csv,3.31,0.72,42.86,22.86,22.86,20.0,20.0
RandomForest_lags16_lags_past_covariates24_output_chunk_length1.csv,3.52,0.78,48.57,28.57,28.57,20.0,20.0
RandomForest_lags16_lags_past_covariates2_output_chunk_length1.csv,2.79,0.65,40.0,14.29,14.29,25.71,25.71
RandomForest_lags16_lags_past_covariates3_output_chunk_length1.csv,2.78,0.66,51.43,17.14,17.14,37.14,37.14
RandomForest_lags16_lags_past_covariates4_output_chunk_length1.csv,2.73,0.66,60.0,22.86,22.86,37.14,37.14
RandomForest_lags16_lags_past_covariates8_output_chunk_length1.csv,2.86,0.69,48.57,25.71,25.71,22.86,22.86
RandomForest_lags1_lags_past_covariates12_output_chunk_length1.csv,3.15,0.74,51.43,22.86,22.86,28.57,28.57
RandomForest_lags1_lags_past_covariates16_output_chunk_length1.csv,2.94,0.7,51.43,28.57,28.57,22.86,22.86
RandomForest_lags1_lags_past_covariates1_output_chunk_length1.csv,2.77,0.66,40.0,14.29,14.29,25.71,25.71
RandomForest_lags1_lags_past_covariates20_output_chunk_length1.csv,3.18,0.71,45.71,28.57,28.57,17.14,17.14
RandomForest_lags1_lags_past_covariates24_output_chunk_length1.csv,3.54,0.81,37.14,20.0,20.0,17.14,17.14
RandomForest_lags1_lags_past_covariates2_output_chunk_length1.csv,2.82,0.67,51.43,17.14,17.14,34.29,34.29
RandomForest_lags1_lags_past_covariates3_output_chunk_length1.csv,2.78,0.66,51.43,11.43,11.43,40.0,40.0
RandomForest_lags1_lags_past_covariates4_output_chunk_length1.csv,2.82,0.67,45.71,5.71,5.71,40.0,40.0
RandomForest_lags1_lags_past_covariates8_output_chunk_length1.csv,2.74,0.67,51.43,17.14,17.14,34.29,34.29
RandomForest_lags20_lags_past_covariates12_output_chunk_length1.csv,3.12,0.71,51.43,34.29,34.29,17.14,17.14
RandomForest_lags20_lags_past_covariates16_output_chunk_length1.csv,3.21,0.73,48.57,31.43,31.43,17.14,17.14
RandomForest_lags20_lags_past_covariates1_output_chunk_length1.csv,2.8,0.65,34.29,14.29,14.29,20.0,20.0
RandomForest_lags20_lags_past_covariates20_output_chunk_length1.csv,3.18,0.7,48.57,31.43,31.43,17.14,17.14
RandomForest_lags20_lags_past_covariates24_output_chunk_length1.csv,3.67,0.84,42.86,25.71,25.71,22.86,22.86
RandomForest_lags20_lags_past_covariates2_output_chunk_length1.csv,2.87,0.65,31.43,14.29,14.29,17.14,17.14
RandomForest_lags20_lags_past_covariates3_output_chunk_length1.csv,2.68,0.64,54.29,28.57,28.57,25.71,25.71
RandomForest_lags20_lags_past_covariates4_output_chunk_length1.csv,2.88,0.68,51.43,25.71,25.71,25.71,25.71
RandomForest_lags20_lags_past_covariates8_output_chunk_length1.csv,2.78,0.65,60.0,31.43,31.43,28.57,28.57
RandomForest_lags24_lags_past_covariates12_output_chunk_length1.csv,3.09,0.71,45.71,25.71,25.71,22.86,22.86
RandomForest_lags24_lags_past_covariates16_output_chunk_length1.csv,2.91,0.7,54.29,31.43,31.43,25.71,25.71
RandomForest_lags24_lags_past_covariates1_output_chunk_length1.csv,3.09,0.69,42.86,14.29,14.29,31.43,31.43
RandomForest_lags24_lags_past_covariates20_output_chunk_length1.csv,3.29,0.73,42.86,22.86,22.86,25.71,25.71
RandomForest_lags24_lags_past_covariates24_output_chunk_length1.csv,3.42,0.81,51.43,28.57,28.57,22.86,22.86
RandomForest_lags24_lags_past_covariates2_output_chunk_length1.csv,3.01,0.68,40.0,11.43,11.43,28.57,28.57
RandomForest_lags24_lags_past_covariates3_output_chunk_length1.csv,3.01,0.68,42.86,14.29,14.29,28.57,28.57
RandomForest_lags24_lags_past_covariates4_output_chunk_length1.csv,2.86,0.68,45.71,20.0,20.0,28.57,28.57
RandomForest_lags24_lags_past_covariates8_output_chunk_length1.csv,3.15,0.72,45.71,20.0,20.0,25.71,25.71
RandomForest_lags2_lags_past_covariates12_output_chunk_length1.csv,3.09,0.73,57.14,25.71,25.71,31.43,31.43
