param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length12_modelLSTM_n_epochs15_output_chunk_length1.csv,17.02,13.17,45.71,2.86,0.0,45.71,45.71
BlockRNNModel_input_chunk_length16_modelLSTM_n_epochs15_output_chunk_length1.csv,17.96,13.93,45.71,2.86,0.0,45.71,45.71
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,16.59,12.97,45.71,2.86,0.0,45.71,45.71
BlockRNNModel_input_chunk_length20_modelLSTM_n_epochs15_output_chunk_length1.csv,15.73,12.44,45.71,2.86,0.0,45.71,45.71
BlockRNNModel_input_chunk_length24_modelLSTM_n_epochs15_output_chunk_length1.csv,14.76,11.64,45.71,2.86,0.0,45.71,45.71
BlockRNNModel_input_chunk_length2_modelLSTM_n_epochs15_output_chunk_length1.csv,16.56,12.89,45.71,2.86,0.0,45.71,45.71
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,16.14,12.82,45.71,2.86,0.0,45.71,45.71
BlockRNNModel_input_chunk_length4_modelLSTM_n_epochs15_output_chunk_length1.csv,16.67,13.08,45.71,2.86,0.0,45.71,45.71
BlockRNNModel_input_chunk_length8_modelLSTM_n_epochs15_output_chunk_length1.csv,14.89,12.23,45.71,2.86,0.0,45.71,45.71
LinearRegressionModel_lags12_lags_past_covariates12_output_chunk_length1.csv,2.92,2.54,54.29,17.14,17.14,37.14,37.14
LinearRegressionModel_lags12_lags_past_covariates16_output_chunk_length1.csv,2.9,2.71,54.29,20.0,17.14,37.14,37.14
LinearRegressionModel_lags12_lags_past_covariates1_output_chunk_length1.csv,4.57,3.97,31.43,11.43,11.43,20.0,20.0
LinearRegressionModel_lags12_lags_past_covariates20_output_chunk_length1.csv,3.93,4.03,45.71,11.43,8.57,37.14,37.14
LinearRegressionModel_lags12_lags_past_covariates24_output_chunk_length1.csv,5.49,5.95,54.29,11.43,8.57,45.71,45.71
LinearRegressionModel_lags12_lags_past_covariates2_output_chunk_length1.csv,3.57,3.39,40.0,17.14,17.14,22.86,22.86
LinearRegressionModel_lags12_lags_past_covariates3_output_chunk_length1.csv,3.25,3.11,45.71,17.14,17.14,28.57,28.57
LinearRegressionModel_lags12_lags_past_covariates4_output_chunk_length1.csv,3.07,3.04,48.57,22.86,22.86,25.71,25.71
LinearRegressionModel_lags12_lags_past_covariates8_output_chunk_length1.csv,3.52,3.14,42.86,17.14,17.14,25.71,25.71
LinearRegressionModel_lags16_lags_past_covariates12_output_chunk_length1.csv,2.94,2.55,54.29,17.14,17.14,37.14,37.14
LinearRegressionModel_lags16_lags_past_covariates16_output_chunk_length1.csv,2.9,2.71,54.29,20.0,17.14,37.14,37.14
LinearRegressionModel_lags16_lags_past_covariates1_output_chunk_length1.csv,4.61,4.01,34.29,11.43,11.43,22.86,22.86
LinearRegressionModel_lags16_lags_past_covariates20_output_chunk_length1.csv,3.93,4.03,45.71,11.43,8.57,37.14,37.14
LinearRegressionModel_lags16_lags_past_covariates24_output_chunk_length1.csv,5.49,5.95,54.29,11.43,8.57,45.71,45.71
LinearRegressionModel_lags16_lags_past_covariates2_output_chunk_length1.csv,3.53,3.27,42.86,17.14,17.14,25.71,25.71
LinearRegressionModel_lags16_lags_past_covariates3_output_chunk_length1.csv,3.24,3.07,42.86,14.29,14.29,28.57,28.57
LinearRegressionModel_lags16_lags_past_covariates4_output_chunk_length1.csv,3.11,3.04,51.43,22.86,22.86,28.57,28.57
LinearRegressionModel_lags16_lags_past_covariates8_output_chunk_length1.csv,3.53,3.13,42.86,17.14,17.14,25.71,25.71
LinearRegressionModel_lags1_lags_past_covariates12_output_chunk_length1.csv,2.9,2.52,54.29,17.14,17.14,37.14,37.14
LinearRegressionModel_lags1_lags_past_covariates16_output_chunk_length1.csv,2.9,2.71,54.29,20.0,17.14,37.14,37.14
LinearRegressionModel_lags1_lags_past_covariates1_output_chunk_length1.csv,4.35,3.81,31.43,14.29,14.29,17.14,17.14
LinearRegressionModel_lags1_lags_past_covariates20_output_chunk_length1.csv,3.93,4.03,45.71,11.43,8.57,37.14,37.14
LinearRegressionModel_lags1_lags_past_covariates24_output_chunk_length1.csv,5.49,5.95,54.29,11.43,8.57,45.71,45.71
LinearRegressionModel_lags1_lags_past_covariates2_output_chunk_length1.csv,3.67,3.4,37.14,17.14,17.14,20.0,20.0
LinearRegressionModel_lags1_lags_past_covariates3_output_chunk_length1.csv,3.31,3.18,45.71,17.14,17.14,28.57,28.57
LinearRegressionModel_lags1_lags_past_covariates4_output_chunk_length1.csv,3.13,3.05,54.29,22.86,22.86,31.43,31.43
LinearRegressionModel_lags1_lags_past_covariates8_output_chunk_length1.csv,3.54,3.16,45.71,14.29,14.29,31.43,31.43
LinearRegressionModel_lags20_lags_past_covariates12_output_chunk_length1.csv,2.95,2.56,57.14,20.0,20.0,37.14,37.14
LinearRegressionModel_lags20_lags_past_covariates16_output_chunk_length1.csv,2.95,2.71,54.29,20.0,17.14,37.14,37.14
LinearRegressionModel_lags20_lags_past_covariates1_output_chunk_length1.csv,4.61,3.98,37.14,11.43,11.43,25.71,25.71
LinearRegressionModel_lags20_lags_past_covariates20_output_chunk_length1.csv,3.93,4.03,45.71,11.43,8.57,37.14,37.14
LinearRegressionModel_lags20_lags_past_covariates24_output_chunk_length1.csv,5.49,5.95,54.29,11.43,8.57,45.71,45.71
LinearRegressionModel_lags20_lags_past_covariates2_output_chunk_length1.csv,3.55,3.28,40.0,17.14,17.14,22.86,22.86
LinearRegressionModel_lags20_lags_past_covariates3_output_chunk_length1.csv,3.27,3.06,40.0,11.43,11.43,28.57,28.57
LinearRegressionModel_lags20_lags_past_covariates4_output_chunk_length1.csv,3.12,3.04,48.57,22.86,22.86,25.71,25.71
LinearRegressionModel_lags20_lags_past_covariates8_output_chunk_length1.csv,3.54,3.13,45.71,17.14,17.14,28.57,28.57
LinearRegressionModel_lags24_lags_past_covariates12_output_chunk_length1.csv,3.0,2.61,57.14,20.0,20.0,37.14,37.14
LinearRegressionModel_lags24_lags_past_covariates16_output_chunk_length1.csv,2.98,2.76,57.14,22.86,20.0,37.14,37.14
LinearRegressionModel_lags24_lags_past_covariates1_output_chunk_length1.csv,4.59,3.99,34.29,11.43,11.43,22.86,22.86
LinearRegressionModel_lags24_lags_past_covariates20_output_chunk_length1.csv,3.9,4.19,42.86,11.43,8.57,34.29,34.29
LinearRegressionModel_lags24_lags_past_covariates24_output_chunk_length1.csv,5.49,5.95,54.29,11.43,8.57,45.71,45.71
LinearRegressionModel_lags24_lags_past_covariates2_output_chunk_length1.csv,3.58,3.3,42.86,17.14,17.14,25.71,25.71
LinearRegressionModel_lags24_lags_past_covariates3_output_chunk_length1.csv,3.26,3.07,40.0,11.43,11.43,28.57,28.57
LinearRegressionModel_lags24_lags_past_covariates4_output_chunk_length1.csv,3.11,3.03,51.43,22.86,22.86,28.57,28.57
LinearRegressionModel_lags24_lags_past_covariates8_output_chunk_length1.csv,3.55,3.15,45.71,17.14,17.14,28.57,28.57
LinearRegressionModel_lags2_lags_past_covariates12_output_chunk_length1.csv,2.9,2.52,54.29,17.14,17.14,37.14,37.14
LinearRegressionModel_lags2_lags_past_covariates16_output_chunk_length1.csv,2.9,2.71,54.29,20.0,17.14,37.14,37.14
LinearRegressionModel_lags2_lags_past_covariates1_output_chunk_length1.csv,4.37,3.83,34.29,17.14,17.14,17.14,17.14
LinearRegressionModel_lags2_lags_past_covariates20_output_chunk_length1.csv,3.93,4.03,45.71,11.43,8.57,37.14,37.14
LinearRegressionModel_lags2_lags_past_covariates24_output_chunk_length1.csv,5.49,5.95,54.29,11.43,8.57,45.71,45.71
