param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,12.67,8.39,62.86,62.86,62.86,14.29,0.0
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,12.87,8.79,62.86,62.86,62.86,14.29,0.0
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,12.13,8.1,62.86,62.86,62.86,14.29,0.0
LinearRegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,23.25,21.09,48.57,28.57,28.57,25.71,20.0
LinearRegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,4.65,3.88,54.29,40.0,40.0,17.14,14.29
LinearRegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,23.87,25.28,45.71,37.14,34.29,17.14,11.43
LinearRegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,5.77,4.43,42.86,28.57,28.57,17.14,14.29
LinearRegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,34.05,36.73,40.0,28.57,25.71,17.14,14.29
LinearRegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,5.55,4.64,51.43,34.29,34.29,22.86,17.14
RandomForest_lags10_lags_past_covariates10_output_chunk_length1.csv,2.72,2.07,60.0,31.43,31.43,34.29,28.57
RandomForest_lags10_lags_past_covariates6_output_chunk_length1.csv,2.68,2.1,65.71,37.14,37.14,31.43,28.57
RandomForest_lags2_lags_past_covariates10_output_chunk_length1.csv,2.68,2.0,60.0,34.29,34.29,31.43,25.71
RandomForest_lags2_lags_past_covariates6_output_chunk_length1.csv,2.88,2.14,57.14,31.43,31.43,28.57,25.71
RandomForest_lags6_lags_past_covariates10_output_chunk_length1.csv,2.68,2.06,65.71,34.29,34.29,34.29,31.43
RandomForest_lags6_lags_past_covariates6_output_chunk_length1.csv,2.7,2.05,65.71,37.14,37.14,34.29,28.57
RegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,23.25,21.09,48.57,28.57,28.57,25.71,20.0
RegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,4.65,3.88,54.29,40.0,40.0,17.14,14.29
RegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,23.87,25.28,45.71,37.14,34.29,17.14,11.43
RegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,5.77,4.43,42.86,28.57,28.57,17.14,14.29
RegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,34.05,36.73,40.0,28.57,25.71,17.14,14.29
RegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,5.55,4.64,51.43,34.29,34.29,22.86,17.14
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,12.72,8.45,62.86,62.86,62.86,14.29,0.0
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,13.5,9.11,62.86,62.86,62.86,14.29,0.0
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,13.85,9.74,60.0,57.14,57.14,17.14,2.86
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.19,2.33,65.71,37.14,37.14,31.43,28.57
XGBModel_lags10_lags_past_covariates1_output_chunk_length1.csv,3.27,2.5,65.71,40.0,40.0,34.29,25.71
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,2.82,2.25,71.43,40.0,40.0,37.14,31.43
XGBModel_lags10_lags_past_covariates5_output_chunk_length1.csv,3.26,2.49,68.57,37.14,37.14,31.43,31.43
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.14,2.54,65.71,40.0,40.0,28.57,25.71
XGBModel_lags1_lags_past_covariates10_output_chunk_length1.csv,3.14,2.31,62.86,37.14,37.14,28.57,25.71
XGBModel_lags1_lags_past_covariates1_output_chunk_length1.csv,3.95,3.01,65.71,37.14,37.14,37.14,28.57
XGBModel_lags1_lags_past_covariates3_output_chunk_length1.csv,3.77,2.84,60.0,40.0,40.0,28.57,20.0
XGBModel_lags1_lags_past_covariates5_output_chunk_length1.csv,3.31,2.54,65.71,37.14,37.14,31.43,28.57
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.12,2.31,65.71,40.0,40.0,28.57,25.71
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.69,2.78,57.14,40.0,40.0,25.71,17.14
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.25,2.46,71.43,42.86,42.86,31.43,28.57
XGBModel_lags3_lags_past_covariates1_output_chunk_length1.csv,3.43,2.68,65.71,42.86,42.86,31.43,22.86
XGBModel_lags3_lags_past_covariates3_output_chunk_length1.csv,3.75,2.76,57.14,40.0,40.0,25.71,17.14
