param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,7.17,1.8,54.29,25.71,14.29,40.0,40.0
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,6.42,1.81,60.0,28.57,17.14,42.86,42.86
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,7.23,1.9,62.86,31.43,22.86,40.0,40.0
LinearRegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,4.32,0.92,48.57,22.86,17.14,31.43,31.43
LinearRegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.51,0.79,62.86,22.86,20.0,42.86,42.86
LinearRegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,4.34,0.92,48.57,22.86,17.14,31.43,31.43
LinearRegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.52,0.8,60.0,22.86,20.0,40.0,40.0
LinearRegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,4.32,0.92,48.57,22.86,17.14,31.43,31.43
LinearRegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.52,0.8,62.86,22.86,20.0,42.86,42.86
RandomForest_lags10_lags_past_covariates10_output_chunk_length1.csv,3.4,0.82,62.86,37.14,37.14,25.71,25.71
RandomForest_lags10_lags_past_covariates6_output_chunk_length1.csv,3.17,0.73,48.57,25.71,25.71,22.86,22.86
RandomForest_lags2_lags_past_covariates10_output_chunk_length1.csv,3.49,0.8,45.71,25.71,25.71,20.0,20.0
RandomForest_lags2_lags_past_covariates6_output_chunk_length1.csv,2.89,0.68,54.29,20.0,20.0,34.29,34.29
RandomForest_lags6_lags_past_covariates10_output_chunk_length1.csv,3.64,0.82,42.86,22.86,22.86,20.0,20.0
RandomForest_lags6_lags_past_covariates6_output_chunk_length1.csv,2.79,0.67,60.0,25.71,25.71,34.29,34.29
RegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,4.32,0.92,48.57,22.86,17.14,31.43,31.43
RegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.51,0.79,62.86,22.86,20.0,42.86,42.86
RegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,4.34,0.92,48.57,22.86,17.14,31.43,31.43
RegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.52,0.8,60.0,22.86,20.0,40.0,40.0
RegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,4.32,0.92,48.57,22.86,17.14,31.43,31.43
RegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.52,0.8,62.86,22.86,20.0,42.86,42.86
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,6.43,1.78,60.0,34.29,22.86,37.14,37.14
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,10.09,2.36,57.14,25.71,14.29,42.86,42.86
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,10.85,2.42,54.29,28.57,17.14,37.14,37.14
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,4.0,0.97,54.29,25.71,25.71,28.57,28.57
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,2.68,0.67,62.86,25.71,25.71,37.14,37.14
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.53,0.82,48.57,28.57,28.57,20.0,20.0
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.93,0.97,54.29,25.71,25.71,28.57,28.57
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.3,0.73,42.86,22.86,22.86,20.0,20.0
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.46,0.81,57.14,25.71,25.71,31.43,31.43
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.96,0.97,54.29,25.71,25.71,28.57,28.57
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.2,0.77,45.71,22.86,22.86,22.86,22.86
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.47,0.82,54.29,25.71,25.71,28.57,28.57
