param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,8.48,1.33,42.86,14.29,11.43,34.29,31.43
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,8.99,1.44,51.43,20.0,17.14,37.14,34.29
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,9.0,1.44,51.43,22.86,17.14,37.14,34.29
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,8.25,1.33,51.43,20.0,17.14,37.14,34.29
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,7.33,1.12,48.57,17.14,17.14,34.29,31.43
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,20.54,2.99,34.29,17.14,14.29,20.0,20.0
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.55,0.63,68.57,34.29,31.43,37.14,37.14
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,4.02,0.65,65.71,25.71,25.71,40.0,40.0
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.9,0.66,62.86,25.71,25.71,37.14,37.14
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.61,0.64,68.57,34.29,31.43,37.14,37.14
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,4.27,0.73,62.86,22.86,20.0,42.86,42.86
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.55,0.77,60.0,22.86,22.86,37.14,37.14
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.66,0.65,65.71,34.29,31.43,34.29,34.29
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,4.68,0.78,60.0,22.86,22.86,37.14,37.14
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,4.54,0.77,60.0,22.86,22.86,37.14,37.14
