param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,17.53,43.98,54.29,17.14,14.29,42.86,40.0
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,18.93,45.05,51.43,14.29,11.43,42.86,40.0
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,18.66,46.06,51.43,14.29,11.43,42.86,40.0
LinearRegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,30.94,95.33,57.14,37.14,37.14,28.57,22.86
LinearRegressionModel_lags10_lags_past_covariates2_output_chunk_length1.csv,3.68,10.06,54.29,34.29,34.29,20.0,20.0
LinearRegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,5.64,14.26,51.43,37.14,37.14,14.29,14.29
LinearRegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,19.12,47.28,60.0,37.14,37.14,34.29,28.57
LinearRegressionModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.58,9.86,54.29,40.0,40.0,14.29,14.29
LinearRegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,5.26,13.24,54.29,40.0,40.0,14.29,14.29
LinearRegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,35.14,137.5,60.0,37.14,37.14,28.57,22.86
LinearRegressionModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.55,9.62,51.43,37.14,37.14,14.29,14.29
LinearRegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,5.29,13.55,57.14,42.86,42.86,14.29,14.29
RandomForest_lags10_lags_past_covariates10_output_chunk_length1.csv,4.17,10.34,68.57,31.43,31.43,40.0,37.14
RandomForest_lags10_lags_past_covariates2_output_chunk_length1.csv,3.59,9.21,60.0,25.71,25.71,34.29,34.29
RandomForest_lags10_lags_past_covariates6_output_chunk_length1.csv,4.1,10.01,51.43,22.86,22.86,28.57,28.57
RandomForest_lags2_lags_past_covariates10_output_chunk_length1.csv,4.02,9.96,62.86,28.57,28.57,37.14,34.29
RandomForest_lags2_lags_past_covariates2_output_chunk_length1.csv,3.46,8.96,60.0,22.86,22.86,37.14,37.14
RandomForest_lags2_lags_past_covariates6_output_chunk_length1.csv,3.78,9.38,60.0,22.86,22.86,37.14,37.14
RandomForest_lags6_lags_past_covariates10_output_chunk_length1.csv,3.95,9.78,65.71,31.43,31.43,37.14,34.29
RandomForest_lags6_lags_past_covariates2_output_chunk_length1.csv,3.56,8.99,65.71,28.57,28.57,37.14,37.14
RandomForest_lags6_lags_past_covariates6_output_chunk_length1.csv,3.64,9.35,60.0,20.0,20.0,40.0,40.0
RegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,30.94,95.33,57.14,37.14,37.14,28.57,22.86
RegressionModel_lags10_lags_past_covariates2_output_chunk_length1.csv,3.68,10.06,54.29,34.29,34.29,20.0,20.0
RegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,5.64,14.26,51.43,37.14,37.14,14.29,14.29
RegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,19.12,47.28,60.0,37.14,37.14,34.29,28.57
RegressionModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.58,9.86,54.29,40.0,40.0,14.29,14.29
RegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,5.26,13.24,54.29,40.0,40.0,14.29,14.29
RegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,35.14,137.5,60.0,37.14,37.14,28.57,22.86
RegressionModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.55,9.62,51.43,37.14,37.14,14.29,14.29
RegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,5.29,13.55,57.14,42.86,42.86,14.29,14.29
