param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length12_modelLSTM_n_epochs15_output_chunk_length1.csv,11.32,0.42,40.0,34.29,34.29,11.43,8.57
BlockRNNModel_input_chunk_length16_modelLSTM_n_epochs15_output_chunk_length1.csv,10.1,0.39,42.86,37.14,37.14,11.43,8.57
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,11.03,0.42,40.0,31.43,31.43,14.29,11.43
BlockRNNModel_input_chunk_length20_modelLSTM_n_epochs15_output_chunk_length1.csv,9.14,0.35,40.0,34.29,34.29,11.43,8.57
BlockRNNModel_input_chunk_length24_modelLSTM_n_epochs15_output_chunk_length1.csv,8.93,0.35,45.71,34.29,34.29,17.14,14.29
BlockRNNModel_input_chunk_length2_modelLSTM_n_epochs15_output_chunk_length1.csv,11.94,0.45,42.86,34.29,34.29,14.29,11.43
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,10.15,0.38,40.0,37.14,37.14,14.29,8.57
BlockRNNModel_input_chunk_length4_modelLSTM_n_epochs15_output_chunk_length1.csv,11.35,0.44,40.0,34.29,34.29,17.14,11.43
BlockRNNModel_input_chunk_length8_modelLSTM_n_epochs15_output_chunk_length1.csv,10.47,0.39,40.0,31.43,31.43,14.29,11.43
LinearRegressionModel_lags12_lags_past_covariates12_output_chunk_length1.csv,5.01,0.2,51.43,40.0,40.0,22.86,14.29
LinearRegressionModel_lags12_lags_past_covariates16_output_chunk_length1.csv,4.94,0.2,54.29,40.0,40.0,31.43,20.0
LinearRegressionModel_lags12_lags_past_covariates1_output_chunk_length1.csv,5.95,0.25,42.86,17.14,17.14,31.43,25.71
LinearRegressionModel_lags12_lags_past_covariates20_output_chunk_length1.csv,5.52,0.23,48.57,34.29,34.29,22.86,14.29
LinearRegressionModel_lags12_lags_past_covariates24_output_chunk_length1.csv,7.15,0.31,42.86,31.43,31.43,22.86,14.29
LinearRegressionModel_lags12_lags_past_covariates2_output_chunk_length1.csv,5.12,0.21,48.57,34.29,34.29,22.86,20.0
LinearRegressionModel_lags12_lags_past_covariates3_output_chunk_length1.csv,5.3,0.22,40.0,28.57,28.57,20.0,20.0
LinearRegressionModel_lags12_lags_past_covariates4_output_chunk_length1.csv,5.03,0.2,42.86,31.43,31.43,14.29,14.29
LinearRegressionModel_lags12_lags_past_covariates8_output_chunk_length1.csv,4.86,0.19,42.86,40.0,40.0,17.14,8.57
LinearRegressionModel_lags16_lags_past_covariates12_output_chunk_length1.csv,4.78,0.2,48.57,40.0,40.0,25.71,20.0
LinearRegressionModel_lags16_lags_past_covariates16_output_chunk_length1.csv,4.93,0.2,54.29,40.0,40.0,31.43,20.0
LinearRegressionModel_lags16_lags_past_covariates1_output_chunk_length1.csv,6.01,0.25,40.0,22.86,22.86,22.86,17.14
LinearRegressionModel_lags16_lags_past_covariates20_output_chunk_length1.csv,5.54,0.23,48.57,34.29,34.29,22.86,14.29
LinearRegressionModel_lags16_lags_past_covariates24_output_chunk_length1.csv,7.15,0.31,42.86,31.43,31.43,22.86,14.29
LinearRegressionModel_lags16_lags_past_covariates2_output_chunk_length1.csv,5.08,0.21,48.57,31.43,31.43,22.86,20.0
LinearRegressionModel_lags16_lags_past_covariates3_output_chunk_length1.csv,5.32,0.22,42.86,31.43,31.43,14.29,11.43
LinearRegressionModel_lags16_lags_past_covariates4_output_chunk_length1.csv,4.93,0.2,40.0,31.43,31.43,11.43,8.57
LinearRegressionModel_lags16_lags_past_covariates8_output_chunk_length1.csv,4.78,0.19,48.57,40.0,40.0,17.14,11.43
LinearRegressionModel_lags1_lags_past_covariates12_output_chunk_length1.csv,4.94,0.2,48.57,40.0,40.0,20.0,11.43
LinearRegressionModel_lags1_lags_past_covariates16_output_chunk_length1.csv,4.92,0.2,54.29,40.0,40.0,34.29,22.86
LinearRegressionModel_lags1_lags_past_covariates1_output_chunk_length1.csv,6.38,0.27,48.57,28.57,28.57,31.43,28.57
LinearRegressionModel_lags1_lags_past_covariates20_output_chunk_length1.csv,5.56,0.23,48.57,34.29,34.29,22.86,14.29
LinearRegressionModel_lags1_lags_past_covariates24_output_chunk_length1.csv,7.15,0.31,42.86,31.43,31.43,22.86,14.29
LinearRegressionModel_lags1_lags_past_covariates2_output_chunk_length1.csv,5.4,0.21,48.57,31.43,31.43,25.71,20.0
LinearRegressionModel_lags1_lags_past_covariates3_output_chunk_length1.csv,5.48,0.23,42.86,31.43,31.43,17.14,17.14
LinearRegressionModel_lags1_lags_past_covariates4_output_chunk_length1.csv,4.98,0.2,45.71,31.43,31.43,17.14,17.14
LinearRegressionModel_lags1_lags_past_covariates8_output_chunk_length1.csv,4.9,0.19,42.86,37.14,37.14,14.29,11.43
LinearRegressionModel_lags20_lags_past_covariates12_output_chunk_length1.csv,4.81,0.2,48.57,40.0,40.0,22.86,17.14
LinearRegressionModel_lags20_lags_past_covariates16_output_chunk_length1.csv,5.04,0.21,54.29,42.86,42.86,31.43,20.0
LinearRegressionModel_lags20_lags_past_covariates1_output_chunk_length1.csv,5.22,0.23,51.43,31.43,31.43,28.57,22.86
LinearRegressionModel_lags20_lags_past_covariates20_output_chunk_length1.csv,5.52,0.23,48.57,34.29,34.29,22.86,14.29
LinearRegressionModel_lags20_lags_past_covariates24_output_chunk_length1.csv,7.15,0.31,42.86,31.43,31.43,22.86,14.29
LinearRegressionModel_lags20_lags_past_covariates2_output_chunk_length1.csv,5.09,0.21,51.43,34.29,34.29,25.71,25.71
LinearRegressionModel_lags20_lags_past_covariates3_output_chunk_length1.csv,5.34,0.22,40.0,28.57,28.57,14.29,11.43
LinearRegressionModel_lags20_lags_past_covariates4_output_chunk_length1.csv,4.92,0.2,40.0,31.43,31.43,11.43,11.43
LinearRegressionModel_lags20_lags_past_covariates8_output_chunk_length1.csv,4.86,0.2,45.71,40.0,40.0,17.14,11.43
LinearRegressionModel_lags24_lags_past_covariates12_output_chunk_length1.csv,4.88,0.2,48.57,40.0,40.0,22.86,17.14
LinearRegressionModel_lags24_lags_past_covariates16_output_chunk_length1.csv,5.05,0.21,54.29,42.86,42.86,25.71,14.29
LinearRegressionModel_lags24_lags_past_covariates1_output_chunk_length1.csv,5.37,0.23,48.57,28.57,28.57,28.57,22.86
LinearRegressionModel_lags24_lags_past_covariates20_output_chunk_length1.csv,5.55,0.23,54.29,37.14,37.14,34.29,25.71
LinearRegressionModel_lags24_lags_past_covariates24_output_chunk_length1.csv,7.15,0.31,42.86,31.43,31.43,22.86,14.29
LinearRegressionModel_lags24_lags_past_covariates2_output_chunk_length1.csv,5.21,0.21,48.57,31.43,31.43,20.0,20.0
LinearRegressionModel_lags24_lags_past_covariates3_output_chunk_length1.csv,5.33,0.22,40.0,31.43,31.43,14.29,14.29
LinearRegressionModel_lags24_lags_past_covariates4_output_chunk_length1.csv,5.1,0.2,40.0,31.43,31.43,11.43,11.43
LinearRegressionModel_lags24_lags_past_covariates8_output_chunk_length1.csv,4.97,0.2,48.57,45.71,45.71,17.14,11.43
LinearRegressionModel_lags2_lags_past_covariates12_output_chunk_length1.csv,5.06,0.2,48.57,40.0,40.0,20.0,11.43
LinearRegressionModel_lags2_lags_past_covariates16_output_chunk_length1.csv,4.95,0.2,54.29,40.0,40.0,28.57,17.14
LinearRegressionModel_lags2_lags_past_covariates1_output_chunk_length1.csv,6.24,0.26,54.29,28.57,28.57,31.43,25.71
LinearRegressionModel_lags2_lags_past_covariates20_output_chunk_length1.csv,5.55,0.23,48.57,34.29,34.29,22.86,14.29
LinearRegressionModel_lags2_lags_past_covariates24_output_chunk_length1.csv,7.15,0.31,42.86,31.43,31.43,22.86,14.29
LinearRegressionModel_lags2_lags_past_covariates2_output_chunk_length1.csv,5.33,0.21,48.57,31.43,31.43,25.71,20.0
LinearRegressionModel_lags2_lags_past_covariates3_output_chunk_length1.csv,5.46,0.23,42.86,31.43,31.43,17.14,17.14
LinearRegressionModel_lags2_lags_past_covariates4_output_chunk_length1.csv,4.94,0.2,45.71,31.43,31.43,17.14,17.14
LinearRegressionModel_lags2_lags_past_covariates8_output_chunk_length1.csv,4.89,0.19,42.86,37.14,37.14,14.29,11.43
LinearRegressionModel_lags3_lags_past_covariates12_output_chunk_length1.csv,5.0,0.2,51.43,42.86,42.86,22.86,14.29
LinearRegressionModel_lags3_lags_past_covariates16_output_chunk_length1.csv,4.95,0.2,54.29,40.0,40.0,28.57,17.14
LinearRegressionModel_lags3_lags_past_covariates1_output_chunk_length1.csv,6.3,0.26,54.29,28.57,28.57,31.43,25.71
LinearRegressionModel_lags3_lags_past_covariates20_output_chunk_length1.csv,5.53,0.23,48.57,34.29,34.29,22.86,14.29
LinearRegressionModel_lags3_lags_past_covariates24_output_chunk_length1.csv,7.15,0.31,42.86,31.43,31.43,22.86,14.29
LinearRegressionModel_lags3_lags_past_covariates2_output_chunk_length1.csv,5.26,0.21,48.57,31.43,31.43,22.86,20.0
LinearRegressionModel_lags3_lags_past_covariates3_output_chunk_length1.csv,5.43,0.23,42.86,31.43,31.43,17.14,17.14
LinearRegressionModel_lags3_lags_past_covariates4_output_chunk_length1.csv,4.91,0.2,48.57,31.43,31.43,20.0,20.0
LinearRegressionModel_lags3_lags_past_covariates8_output_chunk_length1.csv,4.9,0.19,42.86,37.14,37.14,14.29,11.43
LinearRegressionModel_lags4_lags_past_covariates12_output_chunk_length1.csv,5.01,0.2,48.57,40.0,40.0,20.0,11.43
LinearRegressionModel_lags4_lags_past_covariates16_output_chunk_length1.csv,4.94,0.2,54.29,40.0,40.0,31.43,20.0
LinearRegressionModel_lags4_lags_past_covariates1_output_chunk_length1.csv,6.53,0.26,45.71,25.71,25.71,25.71,20.0
LinearRegressionModel_lags4_lags_past_covariates20_output_chunk_length1.csv,5.53,0.23,48.57,34.29,34.29,22.86,14.29
LinearRegressionModel_lags4_lags_past_covariates24_output_chunk_length1.csv,7.15,0.31,42.86,31.43,31.43,22.86,14.29
LinearRegressionModel_lags4_lags_past_covariates2_output_chunk_length1.csv,5.42,0.21,48.57,31.43,31.43,25.71,20.0
LinearRegressionModel_lags4_lags_past_covariates3_output_chunk_length1.csv,5.37,0.23,42.86,31.43,31.43,20.0,20.0
LinearRegressionModel_lags4_lags_past_covariates4_output_chunk_length1.csv,4.92,0.2,48.57,31.43,31.43,20.0,20.0
LinearRegressionModel_lags4_lags_past_covariates8_output_chunk_length1.csv,4.89,0.19,42.86,37.14,37.14,14.29,11.43
LinearRegressionModel_lags8_lags_past_covariates12_output_chunk_length1.csv,4.97,0.2,48.57,40.0,40.0,20.0,11.43
LinearRegressionModel_lags8_lags_past_covariates16_output_chunk_length1.csv,4.93,0.2,54.29,40.0,40.0,31.43,20.0
LinearRegressionModel_lags8_lags_past_covariates1_output_chunk_length1.csv,6.65,0.27,45.71,22.86,22.86,28.57,22.86
LinearRegressionModel_lags8_lags_past_covariates20_output_chunk_length1.csv,5.52,0.23,48.57,34.29,34.29,22.86,14.29
LinearRegressionModel_lags8_lags_past_covariates24_output_chunk_length1.csv,7.15,0.31,42.86,31.43,31.43,22.86,14.29
LinearRegressionModel_lags8_lags_past_covariates2_output_chunk_length1.csv,5.32,0.21,48.57,31.43,31.43,22.86,20.0
LinearRegressionModel_lags8_lags_past_covariates3_output_chunk_length1.csv,5.36,0.22,42.86,31.43,31.43,14.29,14.29
LinearRegressionModel_lags8_lags_past_covariates4_output_chunk_length1.csv,5.03,0.2,45.71,34.29,34.29,20.0,20.0
LinearRegressionModel_lags8_lags_past_covariates8_output_chunk_length1.csv,4.85,0.19,42.86,37.14,37.14,14.29,11.43
RandomForest_lags12_lags_past_covariates12_output_chunk_length1.csv,3.94,0.17,45.71,17.14,17.14,28.57,28.57
