param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,5.62,10.18,60.0,45.71,45.71,20.0,14.29
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,9.17,16.85,57.14,51.43,45.71,20.0,11.43
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,9.96,17.72,48.57,42.86,40.0,14.29,8.57
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,11.35,20.38,57.14,48.57,45.71,20.0,14.29
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,18.25,30.28,60.0,51.43,48.57,20.0,14.29
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,20.86,35.45,68.57,54.29,54.29,22.86,17.14
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.64,7.68,42.86,22.86,20.0,22.86,22.86
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,2.97,6.66,57.14,31.43,31.43,28.57,25.71
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,2.9,6.41,65.71,28.57,28.57,37.14,37.14
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.59,7.54,48.57,28.57,25.71,22.86,22.86
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,2.89,6.71,68.57,31.43,28.57,40.0,40.0
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.22,7.37,62.86,25.71,22.86,42.86,40.0
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.66,7.71,42.86,22.86,20.0,22.86,22.86
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.05,6.59,62.86,25.71,25.71,37.14,37.14
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.2,7.32,60.0,25.71,22.86,40.0,37.14
