param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,17.86,44.18,51.43,14.29,11.43,42.86,40.0
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,18.82,45.33,51.43,14.29,11.43,42.86,40.0
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,18.13,44.28,51.43,14.29,11.43,42.86,40.0
LinearRegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.21,8.0,65.71,42.86,42.86,22.86,22.86
LinearRegressionModel_lags10_lags_past_covariates2_output_chunk_length1.csv,3.77,8.45,51.43,28.57,28.57,25.71,22.86
LinearRegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.18,8.11,57.14,25.71,25.71,37.14,31.43
LinearRegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.21,7.99,65.71,42.86,42.86,22.86,22.86
LinearRegressionModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.67,8.39,54.29,34.29,34.29,22.86,20.0
LinearRegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.1,7.65,60.0,31.43,31.43,34.29,28.57
LinearRegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.21,8.0,65.71,42.86,42.86,22.86,22.86
LinearRegressionModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.67,8.32,54.29,31.43,31.43,28.57,22.86
LinearRegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.09,7.65,60.0,31.43,31.43,34.29,28.57
RandomForest_lags10_lags_past_covariates10_output_chunk_length1.csv,5.6,13.62,57.14,25.71,25.71,34.29,31.43
RandomForest_lags10_lags_past_covariates2_output_chunk_length1.csv,4.75,11.79,57.14,28.57,28.57,28.57,28.57
RandomForest_lags10_lags_past_covariates6_output_chunk_length1.csv,4.8,11.85,60.0,28.57,28.57,31.43,31.43
RandomForest_lags2_lags_past_covariates10_output_chunk_length1.csv,5.19,13.12,60.0,28.57,28.57,34.29,31.43
RandomForest_lags2_lags_past_covariates2_output_chunk_length1.csv,4.55,10.65,54.29,20.0,20.0,34.29,34.29
RandomForest_lags2_lags_past_covariates6_output_chunk_length1.csv,4.47,10.79,54.29,25.71,25.71,28.57,28.57
RandomForest_lags6_lags_past_covariates10_output_chunk_length1.csv,5.51,13.06,62.86,28.57,28.57,37.14,34.29
RandomForest_lags6_lags_past_covariates2_output_chunk_length1.csv,4.46,10.63,51.43,22.86,22.86,28.57,28.57
RandomForest_lags6_lags_past_covariates6_output_chunk_length1.csv,4.66,11.21,51.43,20.0,20.0,31.43,31.43
RegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.21,8.0,65.71,42.86,42.86,22.86,22.86
RegressionModel_lags10_lags_past_covariates2_output_chunk_length1.csv,3.77,8.45,51.43,28.57,28.57,25.71,22.86
RegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.18,8.11,57.14,25.71,25.71,37.14,31.43
RegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.21,7.99,65.71,42.86,42.86,22.86,22.86
RegressionModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.67,8.39,54.29,34.29,34.29,22.86,20.0
RegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.1,7.65,60.0,31.43,31.43,34.29,28.57
RegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.21,8.0,65.71,42.86,42.86,22.86,22.86
RegressionModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.67,8.32,54.29,31.43,31.43,28.57,22.86
RegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.09,7.65,60.0,31.43,31.43,34.29,28.57
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,17.99,44.52,51.43,14.29,11.43,42.86,40.0
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,18.44,45.22,51.43,14.29,11.43,42.86,40.0
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,17.79,43.62,51.43,14.29,11.43,42.86,40.0
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,6.21,13.96,62.86,25.71,25.71,37.14,37.14
XGBModel_lags10_lags_past_covariates1_output_chunk_length1.csv,4.13,10.49,57.14,20.0,20.0,37.14,37.14
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,4.24,10.99,60.0,25.71,25.71,34.29,34.29
XGBModel_lags10_lags_past_covariates5_output_chunk_length1.csv,4.55,10.99,62.86,34.29,34.29,28.57,28.57
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,4.3,10.84,68.57,28.57,28.57,40.0,40.0
XGBModel_lags1_lags_past_covariates10_output_chunk_length1.csv,5.93,13.56,60.0,25.71,25.71,34.29,34.29
XGBModel_lags1_lags_past_covariates1_output_chunk_length1.csv,4.48,10.38,54.29,20.0,20.0,34.29,34.29
XGBModel_lags1_lags_past_covariates5_output_chunk_length1.csv,5.06,12.09,48.57,20.0,20.0,28.57,28.57
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,6.13,14.39,60.0,25.71,25.71,34.29,34.29
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,4.66,11.44,48.57,20.0,20.0,28.57,28.57
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.66,10.99,54.29,28.57,28.57,25.71,25.71
XGBModel_lags5_lags_past_covariates10_output_chunk_length1.csv,6.09,13.89,62.86,25.71,25.71,37.14,37.14
XGBModel_lags5_lags_past_covariates1_output_chunk_length1.csv,4.68,11.1,45.71,14.29,14.29,31.43,31.43
XGBModel_lags5_lags_past_covariates5_output_chunk_length1.csv,5.05,12.17,51.43,22.86,22.86,28.57,28.57
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,5.94,13.47,62.86,25.71,25.71,37.14,37.14
