param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,13.25,51.1,57.14,57.14,57.14,2.86,0.0
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,12.62,50.82,57.14,57.14,57.14,2.86,0.0
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,12.01,46.09,57.14,57.14,57.14,2.86,0.0
LinearRegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.21,14.88,48.57,25.71,25.71,22.86,22.86
LinearRegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,2.37,11.75,54.29,22.86,22.86,31.43,31.43
LinearRegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.21,14.88,48.57,25.71,25.71,22.86,22.86
LinearRegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,2.44,12.11,57.14,22.86,22.86,34.29,34.29
LinearRegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.21,14.88,48.57,25.71,25.71,22.86,22.86
LinearRegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,2.45,12.09,57.14,22.86,22.86,34.29,34.29
RandomForest_lags10_lags_past_covariates10_output_chunk_length1.csv,2.06,9.17,65.71,45.71,45.71,20.0,20.0
RandomForest_lags10_lags_past_covariates6_output_chunk_length1.csv,2.29,10.05,60.0,37.14,37.14,22.86,22.86
RandomForest_lags2_lags_past_covariates10_output_chunk_length1.csv,2.11,9.27,65.71,40.0,40.0,25.71,25.71
RandomForest_lags2_lags_past_covariates6_output_chunk_length1.csv,2.15,9.53,57.14,34.29,34.29,22.86,22.86
RandomForest_lags6_lags_past_covariates10_output_chunk_length1.csv,2.19,9.64,65.71,42.86,42.86,22.86,22.86
RandomForest_lags6_lags_past_covariates6_output_chunk_length1.csv,2.15,9.51,60.0,40.0,40.0,20.0,20.0
RegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.21,14.88,48.57,25.71,25.71,22.86,22.86
RegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,2.37,11.75,54.29,22.86,22.86,31.43,31.43
RegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.21,14.88,48.57,25.71,25.71,22.86,22.86
RegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,2.44,12.11,57.14,22.86,22.86,34.29,34.29
RegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.21,14.88,48.57,25.71,25.71,22.86,22.86
RegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,2.45,12.09,57.14,22.86,22.86,34.29,34.29
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,13.37,51.08,57.14,57.14,57.14,2.86,0.0
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,12.19,48.58,57.14,57.14,57.14,2.86,0.0
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,10.63,48.13,54.29,42.86,42.86,14.29,11.43
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,2.63,11.4,51.43,34.29,31.43,20.0,20.0
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,2.49,10.54,62.86,45.71,45.71,17.14,17.14
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,2.61,11.62,62.86,40.0,40.0,22.86,22.86
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,2.64,11.41,51.43,34.29,31.43,20.0,20.0
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,2.53,10.94,57.14,40.0,40.0,17.14,17.14
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,2.9,12.84,54.29,34.29,34.29,20.0,20.0
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,2.62,11.34,51.43,34.29,31.43,20.0,20.0
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,2.34,9.68,57.14,37.14,37.14,20.0,20.0
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,2.92,12.96,54.29,34.29,34.29,20.0,20.0
