param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length12_modelLSTM_n_epochs15_output_chunk_length1.csv,11.95,15.72,57.14,28.57,8.57,51.43,48.57
BlockRNNModel_input_chunk_length16_modelLSTM_n_epochs15_output_chunk_length1.csv,11.1,13.88,60.0,28.57,11.43,51.43,48.57
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,13.56,16.62,54.29,25.71,5.71,51.43,48.57
BlockRNNModel_input_chunk_length20_modelLSTM_n_epochs15_output_chunk_length1.csv,10.08,12.28,54.29,25.71,8.57,48.57,45.71
BlockRNNModel_input_chunk_length24_modelLSTM_n_epochs15_output_chunk_length1.csv,9.37,11.79,62.86,34.29,17.14,48.57,45.71
BlockRNNModel_input_chunk_length2_modelLSTM_n_epochs15_output_chunk_length1.csv,12.85,15.75,54.29,28.57,5.71,51.43,48.57
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,13.3,16.0,51.43,25.71,5.71,48.57,45.71
BlockRNNModel_input_chunk_length4_modelLSTM_n_epochs15_output_chunk_length1.csv,12.91,15.57,54.29,25.71,5.71,51.43,48.57
BlockRNNModel_input_chunk_length8_modelLSTM_n_epochs15_output_chunk_length1.csv,11.76,14.26,57.14,28.57,8.57,51.43,48.57
LinearRegressionModel_lags12_lags_past_covariates12_output_chunk_length1.csv,4.51,5.43,57.14,28.57,28.57,28.57,28.57
LinearRegressionModel_lags12_lags_past_covariates16_output_chunk_length1.csv,4.61,5.87,54.29,34.29,28.57,28.57,25.71
LinearRegressionModel_lags12_lags_past_covariates1_output_chunk_length1.csv,5.84,7.78,60.0,54.29,40.0,22.86,20.0
LinearRegressionModel_lags12_lags_past_covariates20_output_chunk_length1.csv,5.38,6.9,51.43,34.29,28.57,31.43,22.86
LinearRegressionModel_lags12_lags_past_covariates24_output_chunk_length1.csv,7.59,11.01,57.14,40.0,34.29,25.71,22.86
LinearRegressionModel_lags12_lags_past_covariates2_output_chunk_length1.csv,4.89,6.13,57.14,40.0,34.29,25.71,22.86
LinearRegressionModel_lags12_lags_past_covariates3_output_chunk_length1.csv,4.06,5.21,68.57,42.86,40.0,34.29,28.57
LinearRegressionModel_lags12_lags_past_covariates4_output_chunk_length1.csv,4.45,5.35,68.57,28.57,28.57,42.86,40.0
LinearRegressionModel_lags12_lags_past_covariates8_output_chunk_length1.csv,4.53,5.78,48.57,28.57,25.71,25.71,22.86
LinearRegressionModel_lags16_lags_past_covariates12_output_chunk_length1.csv,4.6,5.54,57.14,28.57,28.57,28.57,28.57
LinearRegressionModel_lags16_lags_past_covariates16_output_chunk_length1.csv,4.61,5.87,54.29,34.29,28.57,28.57,25.71
LinearRegressionModel_lags16_lags_past_covariates1_output_chunk_length1.csv,5.93,7.84,65.71,54.29,45.71,22.86,20.0
LinearRegressionModel_lags16_lags_past_covariates20_output_chunk_length1.csv,5.38,6.9,51.43,34.29,28.57,31.43,22.86
LinearRegressionModel_lags16_lags_past_covariates24_output_chunk_length1.csv,7.59,11.01,57.14,40.0,34.29,25.71,22.86
LinearRegressionModel_lags16_lags_past_covariates2_output_chunk_length1.csv,4.97,6.12,57.14,34.29,31.43,28.57,25.71
LinearRegressionModel_lags16_lags_past_covariates3_output_chunk_length1.csv,4.01,5.18,65.71,42.86,37.14,34.29,28.57
LinearRegressionModel_lags16_lags_past_covariates4_output_chunk_length1.csv,4.57,5.4,65.71,25.71,25.71,40.0,40.0
LinearRegressionModel_lags16_lags_past_covariates8_output_chunk_length1.csv,4.63,5.85,51.43,28.57,25.71,28.57,25.71
LinearRegressionModel_lags1_lags_past_covariates12_output_chunk_length1.csv,4.48,5.41,60.0,31.43,31.43,28.57,28.57
