param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,9.73,13.45,60.0,40.0,31.43,31.43,31.43
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,9.04,12.56,54.29,34.29,28.57,28.57,28.57
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,7.94,11.72,62.86,28.57,20.0,45.71,45.71
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,9.38,13.26,65.71,40.0,31.43,37.14,37.14
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,7.83,11.42,65.71,45.71,37.14,31.43,31.43
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,15.32,19.71,45.71,37.14,37.14,8.57,8.57
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,6.31,10.02,54.29,22.86,22.86,34.29,34.29
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,5.53,8.95,65.71,28.57,28.57,40.0,40.0
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,6.3,10.29,57.14,25.71,25.71,34.29,34.29
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,6.42,10.16,54.29,22.86,22.86,34.29,34.29
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,5.59,8.91,48.57,20.0,20.0,31.43,31.43
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,6.25,10.16,62.86,22.86,22.86,42.86,42.86
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,6.42,10.09,54.29,22.86,22.86,34.29,34.29
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,5.91,9.42,57.14,20.0,20.0,40.0,40.0
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,6.3,10.19,65.71,22.86,22.86,45.71,45.71
