param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,16.92,13.19,45.71,2.86,0.0,45.71,45.71
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,16.68,12.91,45.71,2.86,0.0,45.71,45.71
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,16.38,12.8,45.71,2.86,0.0,45.71,45.71
LinearRegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.43,3.15,37.14,8.57,8.57,28.57,28.57
LinearRegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.61,3.59,48.57,20.0,20.0,28.57,28.57
LinearRegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.43,3.15,37.14,8.57,8.57,28.57,28.57
LinearRegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.73,3.6,42.86,14.29,14.29,28.57,28.57
LinearRegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.43,3.15,37.14,8.57,8.57,28.57,28.57
LinearRegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.61,3.58,45.71,17.14,17.14,28.57,28.57
RandomForest_lags10_lags_past_covariates10_output_chunk_length1.csv,2.88,2.6,54.29,31.43,31.43,22.86,22.86
RandomForest_lags10_lags_past_covariates6_output_chunk_length1.csv,2.68,2.46,57.14,28.57,28.57,28.57,28.57
RandomForest_lags2_lags_past_covariates10_output_chunk_length1.csv,2.75,2.51,57.14,34.29,34.29,22.86,22.86
RandomForest_lags2_lags_past_covariates6_output_chunk_length1.csv,2.59,2.37,57.14,28.57,28.57,28.57,28.57
RandomForest_lags6_lags_past_covariates10_output_chunk_length1.csv,2.8,2.48,54.29,31.43,31.43,22.86,22.86
RandomForest_lags6_lags_past_covariates6_output_chunk_length1.csv,2.84,2.61,51.43,25.71,25.71,25.71,25.71
RegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.43,3.15,37.14,8.57,8.57,28.57,28.57
RegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.61,3.59,48.57,20.0,20.0,28.57,28.57
RegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.43,3.15,37.14,8.57,8.57,28.57,28.57
RegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.73,3.6,42.86,14.29,14.29,28.57,28.57
RegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.43,3.15,37.14,8.57,8.57,28.57,28.57
RegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.61,3.58,45.71,17.14,17.14,28.57,28.57
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,17.44,13.49,45.71,2.86,0.0,45.71,45.71
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,17.49,13.5,45.71,2.86,0.0,45.71,45.71
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,17.37,13.48,45.71,2.86,0.0,45.71,45.71
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,2.87,2.54,51.43,25.71,25.71,25.71,25.71
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,2.88,2.65,48.57,20.0,20.0,28.57,28.57
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.14,2.86,54.29,25.71,25.71,28.57,28.57
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,2.85,2.56,57.14,28.57,28.57,28.57,28.57
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.52,3.24,51.43,25.71,25.71,25.71,25.71
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.45,3.05,45.71,14.29,14.29,31.43,31.43
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,2.91,2.58,57.14,28.57,28.57,28.57,28.57
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.38,2.96,51.43,25.71,25.71,25.71,25.71
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.42,3.04,48.57,17.14,17.14,31.43,31.43
