param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
ARIMA_d1_p12_q1.csv,2.2,6.75,54.29,22.86,22.86,31.43,31.43
ARIMA_d1_p12_q12.csv,2.27,6.64,51.43,20.0,20.0,31.43,31.43
ARIMA_d1_p12_q16.csv,2.97,8.05,34.29,11.43,11.43,22.86,22.86
ARIMA_d1_p12_q2.csv,2.26,6.91,48.57,20.0,20.0,28.57,28.57
ARIMA_d1_p12_q20.csv,3.0,8.09,48.57,14.29,14.29,34.29,34.29
ARIMA_d1_p12_q24.csv,3.15,8.13,40.0,11.43,11.43,28.57,28.57
ARIMA_d1_p12_q3.csv,2.22,6.56,51.43,22.86,22.86,28.57,28.57
ARIMA_d1_p12_q4.csv,2.3,6.77,54.29,17.14,17.14,37.14,37.14
ARIMA_d1_p12_q8.csv,2.32,6.79,42.86,17.14,17.14,25.71,25.71
ARIMA_d1_p16_q1.csv,2.36,6.96,42.86,20.0,20.0,22.86,22.86
ARIMA_d1_p16_q12.csv,2.57,7.18,42.86,14.29,14.29,28.57,28.57
ARIMA_d1_p16_q16.csv,2.72,7.46,42.86,14.29,14.29,28.57,28.57
ARIMA_d1_p16_q2.csv,2.49,7.17,42.86,17.14,17.14,25.71,25.71
ARIMA_d1_p16_q20.csv,2.86,7.92,42.86,14.29,14.29,28.57,28.57
ARIMA_d1_p16_q24.csv,2.97,7.77,45.71,14.29,14.29,31.43,31.43
ARIMA_d1_p16_q3.csv,2.51,7.11,45.71,20.0,20.0,25.71,25.71
ARIMA_d1_p16_q4.csv,2.26,6.71,48.57,14.29,14.29,34.29,34.29
ARIMA_d1_p16_q8.csv,2.48,6.74,40.0,11.43,11.43,28.57,28.57
ARIMA_d1_p1_q1.csv,2.03,6.2,51.43,25.71,25.71,25.71,25.71
ARIMA_d1_p1_q12.csv,2.53,7.1,40.0,11.43,11.43,28.57,28.57
ARIMA_d1_p1_q16.csv,2.83,8.0,37.14,11.43,11.43,25.71,25.71
ARIMA_d1_p1_q2.csv,2.08,6.31,48.57,22.86,22.86,25.71,25.71
ARIMA_d1_p1_q20.csv,2.74,7.5,42.86,20.0,20.0,22.86,22.86
ARIMA_d1_p1_q24.csv,3.0,8.23,40.0,8.57,8.57,31.43,31.43
ARIMA_d1_p1_q3.csv,2.2,6.4,42.86,17.14,17.14,25.71,25.71
ARIMA_d1_p1_q4.csv,2.39,6.73,45.71,25.71,25.71,20.0,20.0
ARIMA_d1_p1_q8.csv,2.4,6.75,48.57,22.86,22.86,25.71,25.71
ARIMA_d1_p20_q1.csv,2.48,7.15,48.57,17.14,17.14,31.43,31.43
ARIMA_d1_p20_q12.csv,2.72,7.66,40.0,14.29,14.29,25.71,25.71
ARIMA_d1_p20_q16.csv,2.65,7.45,51.43,14.29,14.29,37.14,37.14
ARIMA_d1_p20_q2.csv,2.42,7.08,48.57,14.29,14.29,34.29,34.29
ARIMA_d1_p20_q20.csv,2.96,7.85,45.71,14.29,14.29,31.43,31.43
ARIMA_d1_p20_q24.csv,3.08,8.17,42.86,14.29,14.29,31.43,31.43
ARIMA_d1_p20_q3.csv,2.37,6.77,51.43,14.29,14.29,37.14,37.14
ARIMA_d1_p20_q4.csv,2.42,7.11,51.43,14.29,14.29,37.14,37.14
ARIMA_d1_p20_q8.csv,2.55,6.83,45.71,11.43,11.43,34.29,34.29
ARIMA_d1_p24_q1.csv,2.44,7.25,45.71,17.14,17.14,28.57,28.57
ARIMA_d1_p24_q12.csv,2.65,7.62,48.57,14.29,14.29,34.29,34.29
ARIMA_d1_p24_q16.csv,2.88,7.77,51.43,14.29,14.29,37.14,37.14
ARIMA_d1_p24_q2.csv,2.5,7.4,45.71,11.43,11.43,34.29,34.29
ARIMA_d1_p24_q20.csv,2.91,7.72,48.57,11.43,11.43,37.14,37.14
ARIMA_d1_p24_q24.csv,3.0,7.83,51.43,17.14,17.14,37.14,37.14
ARIMA_d1_p24_q3.csv,2.48,7.37,48.57,11.43,11.43,37.14,37.14
ARIMA_d1_p24_q4.csv,2.47,7.24,51.43,17.14,17.14,34.29,34.29
ARIMA_d1_p24_q8.csv,2.73,7.52,45.71,14.29,14.29,31.43,31.43
ARIMA_d1_p2_q1.csv,2.11,6.4,48.57,22.86,22.86,25.71,25.71
ARIMA_d1_p2_q12.csv,2.7,7.19,34.29,8.57,8.57,25.71,25.71
ARIMA_d1_p2_q16.csv,2.69,7.63,37.14,11.43,11.43,25.71,25.71
ARIMA_d1_p2_q2.csv,2.07,6.33,54.29,20.0,20.0,34.29,34.29
ARIMA_d1_p2_q20.csv,2.83,7.95,45.71,20.0,20.0,25.71,25.71
ARIMA_d1_p2_q24.csv,2.96,8.01,42.86,11.43,11.43,31.43,31.43
ARIMA_d1_p2_q3.csv,2.14,6.58,45.71,17.14,17.14,28.57,28.57
ARIMA_d1_p2_q4.csv,2.31,6.77,34.29,17.14,17.14,17.14,17.14
ARIMA_d1_p2_q8.csv,2.17,6.59,51.43,20.0,20.0,31.43,31.43
ARIMA_d1_p3_q1.csv,2.29,6.58,42.86,17.14,17.14,25.71,25.71
ARIMA_d1_p3_q12.csv,2.37,6.93,51.43,22.86,22.86,28.57,28.57
ARIMA_d1_p3_q16.csv,2.76,7.94,37.14,11.43,11.43,25.71,25.71
ARIMA_d1_p3_q2.csv,2.13,6.44,48.57,20.0,20.0,28.57,28.57
ARIMA_d1_p3_q20.csv,2.65,7.43,45.71,17.14,17.14,28.57,28.57
ARIMA_d1_p3_q24.csv,2.96,8.14,42.86,11.43,11.43,31.43,31.43
ARIMA_d1_p3_q3.csv,2.17,6.68,48.57,20.0,20.0,28.57,28.57
ARIMA_d1_p3_q4.csv,2.3,6.83,48.57,22.86,22.86,25.71,25.71
ARIMA_d1_p3_q8.csv,2.23,6.7,51.43,22.86,22.86,28.57,28.57
ARIMA_d1_p4_q1.csv,2.42,6.81,34.29,20.0,20.0,14.29,14.29
ARIMA_d1_p4_q12.csv,2.36,6.98,57.14,25.71,25.71,31.43,31.43
ARIMA_d1_p4_q16.csv,2.57,7.81,37.14,11.43,11.43,25.71,25.71
