param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length12_modelLSTM_n_epochs15_output_chunk_length1.csv,7.81,21.84,62.86,22.86,17.14,45.71,45.71
BlockRNNModel_input_chunk_length16_modelLSTM_n_epochs15_output_chunk_length1.csv,7.98,21.76,62.86,22.86,17.14,45.71,45.71
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,7.61,21.65,68.57,22.86,17.14,51.43,51.43
BlockRNNModel_input_chunk_length20_modelLSTM_n_epochs15_output_chunk_length1.csv,7.55,21.63,65.71,22.86,17.14,48.57,48.57
BlockRNNModel_input_chunk_length24_modelLSTM_n_epochs15_output_chunk_length1.csv,7.84,21.8,60.0,17.14,11.43,48.57,48.57
BlockRNNModel_input_chunk_length2_modelLSTM_n_epochs15_output_chunk_length1.csv,7.63,21.54,62.86,22.86,17.14,45.71,45.71
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,7.51,21.33,62.86,22.86,17.14,45.71,45.71
BlockRNNModel_input_chunk_length4_modelLSTM_n_epochs15_output_chunk_length1.csv,7.9,22.54,62.86,20.0,14.29,48.57,48.57
BlockRNNModel_input_chunk_length8_modelLSTM_n_epochs15_output_chunk_length1.csv,8.31,23.91,68.57,20.0,14.29,54.29,54.29
LinearRegressionModel_lags12_lags_past_covariates12_output_chunk_length1.csv,8.94,23.19,57.14,22.86,22.86,34.29,34.29
LinearRegressionModel_lags12_lags_past_covariates16_output_chunk_length1.csv,5.99,16.01,60.0,25.71,25.71,37.14,34.29
LinearRegressionModel_lags12_lags_past_covariates1_output_chunk_length1.csv,2.3,6.7,71.43,22.86,22.86,48.57,48.57
LinearRegressionModel_lags12_lags_past_covariates20_output_chunk_length1.csv,4.66,12.59,65.71,31.43,28.57,40.0,37.14
LinearRegressionModel_lags12_lags_past_covariates24_output_chunk_length1.csv,4.95,13.68,68.57,34.29,31.43,40.0,37.14
LinearRegressionModel_lags12_lags_past_covariates2_output_chunk_length1.csv,2.8,7.55,60.0,25.71,25.71,34.29,34.29
LinearRegressionModel_lags12_lags_past_covariates3_output_chunk_length1.csv,3.04,8.04,65.71,25.71,25.71,40.0,40.0
LinearRegressionModel_lags12_lags_past_covariates4_output_chunk_length1.csv,3.7,10.31,60.0,28.57,28.57,31.43,31.43
LinearRegressionModel_lags12_lags_past_covariates8_output_chunk_length1.csv,10.96,45.43,60.0,20.0,20.0,42.86,40.0
LinearRegressionModel_lags16_lags_past_covariates12_output_chunk_length1.csv,6.16,17.66,57.14,28.57,28.57,28.57,28.57
LinearRegressionModel_lags16_lags_past_covariates16_output_chunk_length1.csv,5.97,15.96,62.86,25.71,25.71,40.0,37.14
LinearRegressionModel_lags16_lags_past_covariates1_output_chunk_length1.csv,2.46,6.9,62.86,20.0,20.0,42.86,42.86
LinearRegressionModel_lags16_lags_past_covariates20_output_chunk_length1.csv,4.66,12.59,65.71,31.43,28.57,40.0,37.14
LinearRegressionModel_lags16_lags_past_covariates24_output_chunk_length1.csv,4.95,13.68,68.57,34.29,31.43,40.0,37.14
LinearRegressionModel_lags16_lags_past_covariates2_output_chunk_length1.csv,2.83,7.67,74.29,25.71,25.71,48.57,48.57
LinearRegressionModel_lags16_lags_past_covariates3_output_chunk_length1.csv,3.16,8.19,65.71,22.86,22.86,42.86,42.86
LinearRegressionModel_lags16_lags_past_covariates4_output_chunk_length1.csv,3.66,9.94,60.0,25.71,25.71,34.29,34.29
LinearRegressionModel_lags16_lags_past_covariates8_output_chunk_length1.csv,13.69,42.84,62.86,28.57,25.71,40.0,37.14
LinearRegressionModel_lags1_lags_past_covariates12_output_chunk_length1.csv,11.05,27.23,54.29,20.0,20.0,34.29,34.29
LinearRegressionModel_lags1_lags_past_covariates16_output_chunk_length1.csv,6.03,16.06,62.86,22.86,22.86,42.86,40.0
LinearRegressionModel_lags1_lags_past_covariates1_output_chunk_length1.csv,2.28,6.22,77.14,20.0,20.0,57.14,57.14
LinearRegressionModel_lags1_lags_past_covariates20_output_chunk_length1.csv,4.67,12.6,65.71,31.43,28.57,40.0,37.14
LinearRegressionModel_lags1_lags_past_covariates24_output_chunk_length1.csv,4.95,13.68,68.57,34.29,31.43,40.0,37.14
LinearRegressionModel_lags1_lags_past_covariates2_output_chunk_length1.csv,2.66,6.92,68.57,17.14,17.14,51.43,51.43
LinearRegressionModel_lags1_lags_past_covariates3_output_chunk_length1.csv,3.02,7.78,60.0,17.14,17.14,42.86,42.86
LinearRegressionModel_lags1_lags_past_covariates4_output_chunk_length1.csv,3.24,8.71,54.29,17.14,17.14,37.14,37.14
LinearRegressionModel_lags1_lags_past_covariates8_output_chunk_length1.csv,5.94,15.94,62.86,17.14,17.14,45.71,45.71
LinearRegressionModel_lags20_lags_past_covariates12_output_chunk_length1.csv,7.28,21.17,45.71,22.86,22.86,22.86,22.86
