param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,27.04,13.78,40.0,40.0,40.0,5.71,2.86
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,30.11,15.12,37.14,37.14,37.14,5.71,2.86
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,28.41,14.1,40.0,40.0,40.0,5.71,2.86
LinearRegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,5.86,3.63,51.43,25.71,25.71,25.71,25.71
LinearRegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,5.3,3.19,51.43,22.86,22.86,31.43,31.43
LinearRegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,5.88,3.63,51.43,25.71,25.71,25.71,25.71
LinearRegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,5.15,3.14,54.29,22.86,22.86,34.29,31.43
LinearRegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,5.87,3.63,51.43,25.71,25.71,25.71,25.71
LinearRegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,5.15,3.14,54.29,22.86,22.86,34.29,31.43
RandomForest_lags10_lags_past_covariates10_output_chunk_length1.csv,3.74,2.21,57.14,22.86,22.86,34.29,34.29
RandomForest_lags10_lags_past_covariates6_output_chunk_length1.csv,3.91,2.25,51.43,20.0,20.0,31.43,31.43
RandomForest_lags2_lags_past_covariates10_output_chunk_length1.csv,3.72,2.14,60.0,25.71,25.71,34.29,34.29
RandomForest_lags2_lags_past_covariates6_output_chunk_length1.csv,3.91,2.26,62.86,25.71,25.71,40.0,37.14
RandomForest_lags6_lags_past_covariates10_output_chunk_length1.csv,3.72,2.13,60.0,28.57,28.57,31.43,31.43
RandomForest_lags6_lags_past_covariates6_output_chunk_length1.csv,3.97,2.26,57.14,22.86,22.86,37.14,34.29
RegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,5.86,3.63,51.43,25.71,25.71,25.71,25.71
RegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,5.3,3.19,51.43,22.86,22.86,31.43,31.43
RegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,5.88,3.63,51.43,25.71,25.71,25.71,25.71
RegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,5.15,3.14,54.29,22.86,22.86,34.29,31.43
RegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,5.87,3.63,51.43,25.71,25.71,25.71,25.71
RegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,5.15,3.14,54.29,22.86,22.86,34.29,31.43
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,29.16,14.27,40.0,40.0,40.0,5.71,2.86
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,25.59,13.78,40.0,40.0,40.0,5.71,2.86
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,21.28,10.84,37.14,34.29,31.43,11.43,8.57
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,5.26,2.98,42.86,22.86,22.86,20.0,20.0
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,4.3,2.76,65.71,28.57,28.57,37.14,37.14
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,4.72,2.68,60.0,28.57,25.71,34.29,34.29
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,5.12,2.86,42.86,22.86,22.86,20.0,20.0
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,4.48,2.78,54.29,25.71,25.71,31.43,28.57
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.74,2.88,60.0,25.71,25.71,34.29,34.29
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,5.22,2.97,42.86,22.86,22.86,20.0,20.0
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.81,2.62,60.0,25.71,25.71,37.14,34.29
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,4.74,2.88,60.0,25.71,25.71,37.14,34.29
